#Frame        chi1:41      chi2:41
       1     -45.4192      76.7967
       2     -70.0436      81.1237
       3     -60.4254      80.6749
       4     -51.9822      94.9808
       5     -57.7377      97.7721
       6     -74.5266     118.1369
       7     -69.4522      93.1993
       8     -68.3179     101.4739
       9     -63.2491      80.5903
      10     -75.6120      96.0559
      11     -68.7236     100.5212
      12     -59.8916      88.6126
      13     -63.8224      97.0218
      14     -65.6815      86.9049
      15     -73.4525     108.6969
      16     -71.0538     115.2223
      17     -70.2936     113.8202
      18     -71.7605      92.8726
      19     -65.9161      93.3982
      20     -71.9860      91.5016
      21     -66.5627      73.5515
      22     -65.4902     113.1014
      23     -66.4627      97.9845
      24     -71.5031      99.1752
      25     -65.7624      90.5703
      26     -88.8140      98.0219
      27     -64.4094     105.8400
      28     -64.0910     106.1196
      29     -70.6919      97.6422
      30     -79.1677     100.5862
      31     -73.5961      98.1998
      32     -71.3419      83.2967
      33     -74.9320      90.1984
      34     -65.9221      94.8559
      35     -81.6372     111.3116
      36     -53.5264      87.5020
      37     -69.7786      95.0458
      38     -69.3098     103.4583
      39     -75.4161      88.6511
      40     -69.7485      92.0031
      41     -79.8687      89.9864
      42     -51.9726      79.7056
      43     -73.3070     104.4362
      44     -72.3310      92.2627
      45     -89.6620      88.4799
      46     -63.7094     109.0122
      47     -60.7866      99.9701
      48     -78.5454      88.2769
      49     -87.8929     100.3487
      50     -66.4229      96.9245
      51     -81.0408      89.4119
      52     -85.0104      89.0302
      53     -83.3961      78.4008
      54     -76.2276      92.2556
      55     -69.6742      85.2923
      56     -54.6992      94.3130
      57     -76.3500      87.8088
      58     -74.8418      77.4743
      59     -74.7017     107.9323
      60     -78.4113      86.0286
      61     -73.9704      99.7980
      62     -58.7216      87.8709
      63     -51.4338      89.0959
      64     -80.0761     104.9089
      65     -66.3495      87.4262
      66     -66.5022      90.1131
      67     -55.2348     105.6576
      68     -81.3246     123.1387
      69     -85.1763      93.6719
      70     -76.3252      95.4886
      71     -78.5369      99.6707
      72     -76.8722     112.1718
      73     -82.3310      99.8333
      74     -85.0060     109.2377
      75     -82.5995     105.5865
      76     -62.9961     104.0961
      77     -70.2724     106.7394
      78     -80.0835     114.2939
      79     -74.8267      96.1734
      80     -76.8804     104.8927
      81     -79.4751     113.9148
      82     -78.9470     125.8284
      83     -86.4871      99.8288
      84     -85.4345     116.8539
      85     -56.4541     101.2586
      86     -60.6485     112.7564
      87     -70.7097      98.5575
      88     -74.4712     105.0977
      89     -79.2209     105.9686
      90     -75.8666      88.5744
      91     -81.5194      89.4086
      92     -82.0063     114.4463
      93     -50.6469      90.5603
      94     -82.9776     112.5804
      95     -80.2177      88.5377
      96     -64.9878     104.1443
      97     -65.3614      97.8449
      98     -89.7166      93.4728
      99     -75.8782      85.6868
     100     -82.8925      89.4896
