#Frame     o_angle_m1   o_angle_m2
       1       4.8865       3.4849
       2       4.8770       4.6051
       3       2.5076       0.7895
       4       6.3850       5.5462
       5       6.5062       0.3142
       6       6.0632       4.2789
       7       6.8134       3.2001
       8       1.2182       3.3887
       9       2.7333       4.4437
      10       4.3673       2.8579
      11       5.3203       2.0605
      12       6.3912       3.1078
      13       5.3142       3.8490
      14       6.8778       3.6276
      15       2.2772       1.7868
      16       3.0502       4.6011
      17       7.3219       5.9352
      18       6.1046       4.0492
      19       3.3811       4.0172
      20       1.9183       2.7298
      21       4.7148       4.4590
      22       4.4832       3.9442
      23       3.1493       5.1434
      24       3.4800       8.3116
      25       3.2285       4.0007
      26       3.1933       7.4503
      27       0.8294       1.0153
      28       5.9922       4.0609
      29       3.5094       7.2296
      30       5.1900       6.8182
      31       4.5756       6.0195
      32       5.5677       7.4693
      33       2.8209       4.6505
      34       2.7073       4.9244
      35       4.2917       1.2470
      36       3.2560       2.5564
      37       2.9435       5.3263
      38       2.5785       5.1552
      39       3.9331       4.5524
      40       7.3721       2.9030
      41       4.4575       2.4697
      42       4.7085       5.0187
      43       3.9861       4.2814
      44       1.0169       5.9667
      45       1.4776       6.2846
      46       3.4729       5.6625
      47       4.1054       7.1967
      48       3.4614       6.6574
      49       3.2076       8.4404
      50       6.7465       4.3903
      51       3.9502       2.9508
      52       6.0864       5.3003
      53       1.4135       6.2568
      54       2.9496       5.5806
      55       2.8701       4.9211
      56       5.0834       2.9204
      57       5.1670       5.2779
      58       5.1942       6.4492
      59       1.2624       4.7756
      60       3.2994       2.1977
      61       2.6633       5.6556
      62       3.3677       7.8342
      63       4.3114       4.4947
      64       2.2212       2.5217
      65       3.0983       6.1870
      66       5.7699       2.7004
      67       4.5532       5.2405
      68       8.1496       3.4971
      69       1.6739       4.9919
      70       2.4347       2.7684
      71       2.6042       4.6865
      72       1.7788       3.5218
      73       4.2596       4.7784
      74       4.5013       4.3958
      75       5.1814       4.3575
      76       5.7645       6.0726
      77       2.8316       6.0702
      78       3.1400       4.0048
      79       5.2240       7.1501
      80       2.1733       6.1133
      81       4.0731       4.3917
      82       0.7377       4.2933
      83       3.1259       6.2066
      84       5.6766       5.9244
      85       6.5525       9.2412
      86       4.3916       4.0093
      87       2.9534       3.2393
      88       4.3322       3.7096
      89       4.9839       2.2825
      90       5.1343       5.5351
      91       4.1691       7.4062
      92       5.5395       6.2230
      93       1.9948       7.3068
      94       2.1780       3.3105
      95       4.3841       8.9528
      96       5.8127       3.8130
      97       3.6170       2.3354
      98       2.3014       6.0235
      99       4.6496       2.9729
     100       4.0415       5.2910
     101       1.5091       5.1796
     102       4.7498       6.8467
     103       6.8062       3.4006
     104       3.6602       4.3492
     105       4.4266       3.5725
     106       4.2693       4.0384
     107       2.8073       1.3760
     108       4.5656       2.6658
     109       6.0138       4.0403
     110       5.0209       5.1227
     111       2.2278       7.3121
     112       3.5410       6.8997
     113       0.9858       3.0352
     114       1.7113       6.2732
     115       5.2354       1.8050
     116       0.4861       3.0281
     117       3.8423       6.0469
     118       0.1750       3.6491
     119       3.0605       1.7159
     120       2.1081       7.2882
     121       5.5717       3.7157
     122       2.0277       5.3508
     123       7.1371       5.4635
     124       5.3244       3.5579
     125       5.1857       2.3488
     126       1.6057       3.2643
     127       1.7150       4.0197
     128       2.6860       2.6058
     129       6.6952       1.7502
     130       5.0177       5.2552
     131       1.9658       3.4569
     132       4.1281       2.9253
     133       4.9522       5.7512
     134       3.3550       5.5809
     135       1.9280       3.2702
     136       0.9637       6.2634
     137       2.2585       4.3751
     138       4.1811       6.9595
     139       2.6445       7.3927
