#Frame        chi1:32      chi2:32      chi3:32
       1    -176.5591      65.1300      72.4306
       2    -179.5781      58.2087      88.1034
       3     175.0546      53.2016      61.7540
       4    -177.6215      50.0648      87.1870
       5     174.8512      48.2207      67.2726
       6    -175.6309      47.9768      70.5480
       7    -168.9311      43.6612      86.3036
       8     173.9865      57.6447      87.3358
       9    -165.5408      41.0899      73.6520
      10     177.0844      68.1012      76.9215
      11    -177.9309      63.8074      79.0988
      12    -171.8231      38.2246      84.1086
      13    -173.8518      54.7906      92.2125
      14    -179.6149      68.3513      21.7411
      15    -176.4928      50.0408      64.5807
      16    -165.7530      39.0810      75.8678
      17    -168.2951      67.9709      69.0178
      18    -176.3428      47.7787      63.8725
      19    -165.0486      45.1022      80.9866
      20    -175.8044      46.7183    -109.6163
      21    -175.3978      55.5894     -76.3625
      22    -176.2506      53.3369    -116.7739
      23     172.0552      57.3903     -92.8142
      24    -177.7111      68.2512    -108.8518
      25     177.1027      55.1522     -90.9383
      26    -171.0792      39.6402     -99.1399
      27     172.9543      57.3719     -60.7314
      28     -61.9566     -71.5887       8.2006
      29    -164.3425      58.9854     -96.3387
      30    -179.1401      62.9175     -90.2498
      31     179.4435      56.8111    -104.6543
      32    -176.2041      42.8352    -123.3074
      33     178.4971      78.4773      50.8079
      34     177.5232      54.9675      75.8013
      35    -167.2486      58.9642      79.9099
      36    -175.5646      61.5359      43.7811
      37    -179.4655      54.1645      83.8716
      38    -175.9431      63.2746      96.4319
      39    -169.0765      38.1619      68.9857
      40    -162.3178      47.9362      58.9270
      41    -166.4914      45.9368      85.8179
      42    -179.0855      71.4865      80.3684
      43     -86.7012     -69.3053    -176.7221
      44    -172.5222      45.6129      71.6396
      45    -175.8009      55.4826      58.3538
      46    -179.7669      57.9728      83.5513
      47    -166.7460      53.7246      69.3618
      48    -172.6120      43.4389      70.1489
      49     176.0346      43.6249      52.4258
      50     -98.4742     -72.1466     171.9344
      51     -89.5977     -54.3813     148.7166
      52     -64.6413     -76.5008     179.7017
      53    -178.2406      34.9517      82.0099
      54    -176.3113      68.6679     101.7885
      55     -72.1209     -77.6591     149.2587
      56     -72.3121     -48.7215     154.8429
      57     -61.6958     -61.9824     164.0723
      58     -49.5763     -61.5992     169.6198
      59    -160.1635      43.2189      70.5720
      60    -165.3178      50.3453      98.8487
      61     178.4981      47.2049      55.8508
      62    -171.9625      52.6635      67.0046
      63     178.3145      46.6489      73.6835
      64    -165.4948      45.7798      71.8702
      65    -167.4052      47.3474      61.2273
      66    -171.1171      61.8262      85.2055
      67     177.6241      50.7063      72.5675
      68    -164.2319      50.6767      63.5740
      69    -173.9517      58.8506      79.5200
      70     -69.9954     -79.0397     156.1892
      71    -169.7114      49.5881      62.3579
      72    -178.9619      61.0954      69.2545
      73     -79.4734     -52.7682     153.5475
      74    -161.2014      52.9883      62.9595
      75    -173.5571      57.5850      78.3134
      76    -164.8947      43.4017      79.4363
      77     168.4107      67.6713      72.2603
      78    -175.4105      51.1037      71.4643
      79    -169.1781      37.6477      69.7949
      80    -167.9188      51.3557      77.4728
      81    -178.4001      61.8998      57.9083
      82    -168.5440      48.5015      89.3933
      83    -174.6490      58.1237      76.5302
      84    -176.3739      51.1269      76.8165
      85    -177.8359      53.2484      74.2361
      86     174.3357      75.4708      83.6885
      87    -169.3199      51.4054     107.2347
      88     -81.3619     -62.6293     160.4784
      89    -174.6957      55.9544      78.5443
      90    -169.8064      52.6753      66.3714
      91     179.9606      59.8061      86.6144
      92     -75.0029     -64.8544     154.6542
      93    -173.1284      48.4773      87.1171
      94    -171.3901      66.4918      91.0171
      95    -179.2288      41.2184      89.6524
      96    -177.6398      48.7437      50.2684
      97    -174.5318      64.4521       4.4261
      98     172.7128      67.2328      69.6102
      99    -172.6010      51.9635      61.6738
     100    -173.1949      50.4259      52.5442
     101    -176.5256      54.6588      86.0134
     102    -175.7693      45.6078      82.1677
     103    -167.5545      48.4961      68.8503
     104    -179.5104      46.7631      60.1247
     105     -85.9431     -75.7261     178.5620
     106     -78.8306     -61.8162     154.8477
     107     -87.6087     -46.7749     -40.7998
     108    -174.7230      60.1176     -83.5295
     109     -79.2383     -72.7072      19.8026
     110    -109.5053     -50.7877      -8.1876
     111    -170.7948      50.7941     -86.7510
     112    -167.3535      72.4938    -136.3367
     113    -172.4187      47.0805     -92.8125
     114    -169.0550      41.2222    -103.0547
     115    -167.1774      44.8517    -114.7419
     116    -162.7763      54.0259    -113.8126
     117    -168.2434      40.9360     -77.6270
     118    -161.4423      48.2515     -83.7083
     119     174.0037      63.5705    -103.5622
     120    -173.2468      47.8182    -105.7196
     121    -171.5823      38.3414     -75.4725
     122    -168.6184      46.9395    -143.1601
     123    -165.6414      24.6801    -116.2545
     124     178.5526      58.1521     -98.2518
     125    -171.8375      37.6126    -106.1354
     126    -179.9563      53.1138     -78.6331
     127    -171.8541      48.8875     -72.2819
     128    -168.5393      30.4835     -89.9324
     129    -176.5196      46.8032    -112.0149
     130    -177.1903      43.7937    -106.0784
     131     -90.6147     -62.6883     -16.5477
     132    -168.7054      61.3166    -133.3911
     133     -82.8392     -68.0950     -12.2684
     134    -174.1976      44.7436    -105.7125
     135    -169.6383      58.9730    -111.0983
     136    -178.7051      57.5058    -130.8601
     137    -176.8140      62.2627     -82.9504
     138    -169.7730      55.3096     -81.0117
     139    -174.5213      52.8239     -76.0406
     140    -177.9290      64.6352    -138.8289
     141    -176.8290      62.5765    -128.1823
     142    -164.1732      49.1078     -85.8192
     143    -175.6357      54.9669     -75.1053
     144     172.7293      61.4637     -73.2322
     145    -176.6919      46.0221    -107.0354
     146    -173.5500      55.2604    -108.5886
     147    -162.7295      37.9854     -86.5441
     148     -77.0324     -53.8689     145.5675
     149    -175.4492      51.3029      69.7943
     150    -175.4108      59.3951      85.3461
     151    -166.3031      47.2314      77.9508
     152    -173.6474      61.8254      45.1920
     153    -170.3369      66.9081      56.7822
     154    -158.9621      60.7139      54.7147
     155    -174.3028      42.5220      40.1463
     156     175.4349      40.8487      51.3324
     157    -176.3013      49.0411      67.1351
     158     173.2927      55.5931      36.6547
     159    -172.1764      45.3088      70.9196
     160    -175.7371      59.2352      70.3726
     161    -179.9194      57.3078      75.3223
     162    -172.3520      72.1229      53.5296
     163     -61.9301     -62.1928     -30.7115
     164    -173.1370      47.3192     -89.4170
     165     177.2027      56.1985     -95.7792
     166    -171.7238      49.8328    -116.1749
     167    -174.7535      61.4963     -82.8277
     168     176.9032      58.5945     -97.0999
     169    -172.7026      56.3778     -97.2786
     170    -178.1702      61.0569    -134.0679
     171    -168.7556      49.7887     -94.1100
     172     172.3509      77.9644    -166.5929
     173     179.0206      70.4841    -133.2410
     174    -162.1816      52.9233    -108.2279
     175    -168.0638      50.8944     -93.8732
     176    -172.9864      47.8103    -103.3848
     177    -168.9370      41.8793     -69.4934
     178    -179.5139      84.3959    -125.7333
     179    -179.4303      64.1163     -79.9925
     180     -75.2706     -69.6214       0.2548
     181     -69.6363     -64.6647     -29.8924
     182     -89.1351     -53.1293     -18.0589
     183     -96.3217     -56.3950     -25.1365
     184     -96.3575     -52.7196     -35.8908
     185    -174.7229      64.4184     -95.2921
     186    -169.2253      45.7211    -102.8500
     187    -170.5937      49.0521    -132.0323
     188    -166.9066      58.7707    -125.8698
     189    -175.0366      57.7663    -100.8138
     190     168.9380      54.9906     -91.7969
     191     176.6313      52.5508      76.2146
     192    -163.1356      40.5621      83.5956
     193    -166.0696      53.7901      79.6936
     194    -166.5290      51.4189      53.0609
     195    -160.3033      45.9041      72.3807
     196    -165.0257      39.2152      78.6514
     197     -96.4389     -52.5875     162.9193
     198    -177.4874      54.2708      64.6835
     199    -177.8857      53.2034      81.8356
     200    -172.0438      38.7670      87.2471
     201    -174.8799      55.0139      78.5784
     202    -172.9665      62.5909      49.1407
     203    -176.6082      53.2479      80.8414
     204     -84.9266     -55.2351     146.3842
     205     -62.1434     -49.9369     132.0933
     206    -168.8432      50.0153      83.8305
     207     177.2478      51.8667      98.2145
     208    -156.6004      29.3462      97.3977
     209     167.0444      64.8866      78.6626
     210    -172.3601      61.5072      65.8801
     211    -176.4889      51.8016      87.8522
     212    -175.0875      63.9968      74.8269
     213     172.7802      50.2207    -101.5581
     214     177.4017      68.2552     -81.5530
     215    -171.8378      70.4221    -101.8070
     216    -178.0375      57.6941     -85.4761
     217    -171.0432      54.2478     -76.3165
     218    -178.1264      59.4979     -89.9521
     219    -172.0662      44.2304    -114.9310
     220    -171.8606      38.8002     -91.9688
     221    -173.5235      56.9566    -100.4859
     222     166.2642      50.9812    -133.1953
     223    -179.7577      43.6522    -121.4108
     224    -175.5603      52.9282     -80.6014
     225     171.2290      73.3827     -81.2767
     226    -177.0731      72.2918     -93.3004
     227    -174.8537      64.4301     -94.9519
     228    -176.6831      52.9949     -80.2619
     229    -165.4775      28.5576     -87.0148
     230     -80.0974     -58.0359     -16.8203
     231     -58.4911     -53.6043     -76.9996
     232     -78.5697     -40.4235     -36.5467
     233     -76.0807     -54.9658     148.8296
     234    -167.8725      55.9445      97.5636
     235    -163.6100      22.0422      76.8414
     236    -167.1210      48.7994      84.0250
     237    -168.9130      65.8818      79.8008
     238    -167.5336      58.5801     101.0249
     239    -179.8526      48.9404      65.3422
     240    -173.0453      59.4949      93.9395
     241    -157.2252      34.2870      82.1299
     242     -83.8732     -73.8990    -175.2433
     243     -81.4646     -58.3731     178.9416
     244    -178.3870      52.2765      76.3956
     245    -164.7226      67.3437      43.7983
     246    -179.2742      66.3566      80.6257
     247    -173.2760      43.1698      50.2777
     248    -165.8649      47.5830      74.0617
     249    -172.7647      42.0758      68.9363
     250    -166.4635      47.0133      65.6149
     251     169.8094      61.6538      58.4864
     252    -163.5206      35.8615      82.8279
     253    -166.8277      60.8097      69.3067
     254    -172.8397      37.3567      66.0071
     255    -149.8258      53.8863      72.5671
     256    -156.8537      23.8144      99.6595
     257    -171.1252      62.3756      75.0460
     258     -80.3842     -46.3881     150.8116
     259     -86.0103     -52.1836     137.4386
     260    -175.2040      61.2036      83.4875
     261    -176.0262      52.1394      84.3112
     262    -169.1981      48.0121      78.0782
     263    -175.7068      49.6699      72.1455
     264     175.2434      52.6569     102.2982
     265     173.0362      59.0012      59.9533
     266     175.8043      53.1351      70.4965
     267     177.4726      53.5751      58.5013
     268    -169.6458      43.9256     102.3035
     269    -178.6872      54.6672      82.5013
     270    -170.5815      47.2682      72.6157
     271    -165.3075      37.6560      89.4584
     272    -165.0500      57.8927      66.3907
     273    -175.6629      48.7771      85.5787
     274     172.7794      68.6434      79.7209
     275     -69.3290     -61.4222     160.6091
     276    -175.6701      56.8721      77.2004
     277     179.2207      65.9756      83.4161
     278    -173.8678      43.7563     107.9757
     279    -161.4033      46.4989     110.8851
     280    -167.2451      49.2041      77.0707
     281    -175.2446      53.2927      62.1997
     282     -89.9933     -67.5958     165.2803
     283    -169.4669      43.1869      76.9822
     284    -172.3214      78.2308      90.9770
     285    -174.6357      52.1845      86.4522
