#Frame        chi1:41      chi2:41
       1     -66.5774     108.8999
       2     -80.7891     120.7100
       3     -59.5437     105.4645
       4     -73.2346     104.9272
       5     -63.9796     100.3324
       6     -70.3080      92.0370
       7     -54.3480     106.6625
       8     -62.0237      95.0567
       9     -70.0662     100.8261
      10     -56.3139      91.6429
      11     -56.3274      83.3654
      12     -69.0003      94.8388
      13     -54.1725      78.8912
      14     -52.3404      96.7305
      15     -65.9872      79.9193
      16     -82.4071      95.5131
      17     -64.1559     105.1098
      18     -56.4126      96.7283
      19     -71.6871     103.9908
      20     -63.1533     101.5025
      21     -74.2308     112.5598
      22     -75.7233     125.9641
      23     -55.5329      85.6481
      24     -71.5882     101.0305
      25     -69.4657      84.5667
      26     -80.8759      99.4104
      27     -61.6870      86.0156
      28     -65.3815     107.3812
      29     -84.1722     120.2046
      30     -73.0924      95.9408
      31     -75.0661     109.3908
      32     -62.2425      87.9316
      33     -68.7265      89.8120
      34     -88.0185      87.0392
      35     -79.3524      89.9797
      36     -53.4995      96.8645
      37     -58.9025      93.1881
      38     -65.4463     100.1155
      39     -70.9663     104.8117
      40     -65.1164     105.1396
      41     -61.3231     102.8716
      42     -79.7601      96.1361
      43     -78.9795      93.2443
      44     -78.6658     105.4332
      45     -75.7258      79.4218
      46     -69.1020      91.0061
      47     -74.1554     105.7632
      48     -74.1251     111.0516
      49     -80.6615     112.1318
      50     -75.8308     109.6195
      51     -84.0429     112.2537
      52     -92.6693     108.7908
      53     -75.1638     111.1675
      54     -58.6850     103.6143
      55     -77.1440      97.9661
      56     -73.9285     106.5716
      57     -67.1884     113.6597
      58     -76.9793     115.2309
      59     -74.6994      99.2517
      60     -75.6974     102.0310
      61     -81.0241      98.6723
      62     -61.6965     107.5569
      63     -72.0957     100.0398
      64     -79.4461     110.2964
      65     -75.1479      96.5429
      66     -73.3864      96.5375
      67     -85.9335      85.2905
      68     -77.2545      99.0954
      69     -73.3391     102.0243
      70     -64.6951      89.6308
      71     -66.0402      90.2911
      72     -62.6085     101.1417
      73     -74.6460      82.4832
      74     -76.8484      97.3075
      75     -66.7808      89.4256
      76     -68.9156     117.5863
      77     -66.8941      99.1048
      78     -60.2878      85.3553
      79     -61.4836      87.1163
      80     -81.2083      85.4850
      81     -77.5695      80.3290
      82     -77.3821     108.3380
      83     -80.7318     105.5762
      84     -75.9049     109.5007
      85     -86.4928      85.8258
      86     -67.4686      89.7121
      87     -87.0447      99.6402
      88     -64.3061      99.7751
      89     -75.0537     105.6503
      90     -68.3891     111.5522
      91     -70.7302     100.7964
      92     -80.0953     108.0414
      93     -80.2267     110.8603
      94     -75.6677      89.3409
      95     -75.0158     104.0461
      96     -85.8729     106.9393
      97     -60.8197     122.4320
      98     -78.1408     117.5985
      99     -66.5654      96.6204
     100     -74.8417      98.3208
     101     -75.2819     109.6127
     102     -78.4869     115.7879
     103     -58.3558      92.1333
     104     -78.3486      95.3051
     105     -75.8617      96.6491
     106     -62.0274      84.1517
     107     -71.7624     101.3678
     108     -61.7432      80.2274
     109     -78.3731     117.8095
     110     -70.3922     111.4492
     111     -70.9371     103.2969
     112     -67.9519     104.3418
     113     -64.1452      89.1466
     114     -70.3866      86.8265
     115     -77.4409     107.4795
     116     -79.5511     109.4401
     117     -88.6861     115.7615
     118     -67.0842      93.7050
     119     -81.0399     122.2035
     120     -62.0725      89.5040
     121     -84.1323      83.5759
     122     -77.7271      99.1891
     123     -83.8570      84.0283
     124     -77.0298      82.4702
     125     -88.6907      98.7423
     126     -71.2631      84.1842
     127     -69.9700     104.0810
     128     -74.2633      94.3191
     129     -74.4940      88.4624
     130     -67.3802      96.5992
     131     -67.5127     105.9456
     132     -69.2783     103.2187
     133     -85.8978     103.2323
     134     -75.6647      96.8338
     135     -74.6481      99.8683
     136     -70.4145      90.2383
     137     -74.7226      94.6396
     138     -69.2260      90.8199
     139     -61.3632      89.5421
     140     -79.9287      87.4073
     141     -62.2496      99.5513
     142     -71.2765     103.0661
     143     -77.5851     101.9136
     144     -68.9515     105.3236
     145     -78.3645      96.9861
     146     -70.3631     104.5768
     147     -54.5839      82.3347
     148     -62.0386      71.8890
     149     -77.4981     115.6413
     150     -55.9204      84.6846
     151     -62.3310     101.5994
     152     -65.0291      93.5730
     153     -57.9662      78.6596
     154     -69.0624      87.3673
     155     -75.6348     105.0738
     156     -74.1660      90.7564
     157     -64.6083      90.5769
     158     -69.4001     112.4403
     159     -73.4561      92.3885
     160     -80.3975      85.9949
     161     -68.2545     100.2594
     162     -73.0839      97.9946
     163     -74.0963      91.8752
     164     -80.5444      80.4544
     165     -62.7696      89.6161
     166     -70.8256      93.4009
     167     -61.0356      73.4150
     168     -69.4987      99.9733
     169     -84.3741      90.6323
     170     -76.0025      96.2962
     171     -71.4372      89.7451
     172     -78.7691     100.6316
     173     -85.9125      85.0455
     174     -64.5968      98.9113
     175     -67.3243      88.7848
     176     -62.0132      90.2946
     177     -66.9694      96.9085
     178     -81.9859     104.1847
     179     -60.9142      96.1582
     180     -69.3323      96.1145
     181     -88.4350     101.9328
     182     -67.6257      98.8889
     183     -76.4962     109.8896
     184     -74.4842     110.9262
     185     -71.0858     111.9980
     186     -68.2811     114.6228
     187     -73.4415      83.8813
     188     -75.9746      89.7957
     189     -81.1898      78.1413
     190     -62.7308      95.6189
     191     -68.6326      86.2566
     192     -82.1280      95.3750
     193     -74.8584      89.5327
     194     -79.9979      81.1063
     195     -73.6330      87.6627
     196     -75.7075      84.8105
     197     -70.6548      80.0790
     198     -69.9149     102.4681
     199     -66.5852      83.1512
     200     -62.8794      98.5705
     201     -77.9787      89.9727
     202     -60.8865      68.8414
     203     -66.6670      77.2353
     204     -67.8741      97.3650
     205     -79.7735     120.1926
     206     -80.0013      83.2384
     207     -79.0955      75.2581
     208     -66.5065      88.2711
     209     -62.4559     111.4158
     210     -71.5631      85.4168
     211     -66.6204      80.0683
     212     -78.0391     114.8733
     213     -67.2631      98.2359
     214     -74.6366     113.9238
     215     -59.6112      88.7463
     216     -80.1819      89.7442
     217     -71.5540     112.7504
     218     -80.2914      89.7514
     219     -50.2890      91.6083
     220     -77.7693      92.6604
     221     -71.2156      84.6264
     222     -79.5765     107.4441
     223     -66.4966     107.8630
     224     -73.7167      89.6627
     225     -76.6054      79.3402
     226     -79.6632     107.2858
     227     -69.7400      90.2292
     228     -84.0705      89.0799
     229     -72.1565      67.0376
     230     -79.9430     102.0297
     231     -76.0181     100.7295
     232     -84.6307     123.9511
     233     -59.0969     110.5295
     234     -74.8503     119.3066
     235     -69.2003      92.7530
     236     -73.1200      96.2412
     237     -59.4890      91.3407
     238     -65.5832     104.5046
     239     -69.8456      76.6785
     240     -68.9303      92.5233
     241     -67.9025     103.6587
     242     -73.8902     114.0066
     243     -79.3504      96.4706
     244     -55.2221      82.7285
     245     -84.8495      98.1715
     246     -75.6987     118.8160
     247     -73.7433      91.8796
     248     -62.1769      96.0054
     249     -84.3589      93.9876
     250     -67.8045      85.4487
     251     -47.1583      96.1905
     252     -72.1869      93.2546
     253     -72.2307      90.9668
     254     -63.9718      91.3881
     255     -73.6183     103.2842
     256     -68.6158      84.9301
     257     -68.9100      96.5399
     258     -66.9843      76.6304
     259     -74.9705      97.8091
     260     -61.4671      84.5803
     261     -59.1279      98.8374
     262     -70.0254      81.0253
     263     -68.1169      88.0209
     264     -57.5870     101.0038
     265     -70.9613     104.7917
     266     -77.5641      98.8969
     267     -72.3217      94.5709
     268     -82.3577     100.7064
     269     -77.4617      86.5715
     270     -72.7014      80.7235
     271     -67.3156      98.5398
     272     -81.0075     107.8166
     273     -85.7028     101.0943
     274     -82.2696      99.9546
     275     -78.9160      95.0530
     276     -63.8003      87.8255
     277     -73.1763     101.2290
     278     -79.0163     107.3939
     279     -68.2240      91.0556
     280     -71.4882     119.4305
     281     -70.8284     108.9007
