#Frame        chi1:32      chi2:32      chi3:32
       1    -175.6323      45.9265      93.7049
       2    -179.4426      56.8445      73.1844
       3    -176.0393      51.1267     100.9200
       4    -173.2011      54.3262     -80.4352
       5    -107.8612     -52.4879      -4.0272
       6    -165.1784      60.4377     -80.0784
       7     168.2901      92.9674    -110.2751
       8     174.6636      58.0596     -85.9680
       9     -86.1082     -74.2376     -30.1286
      10    -175.4984      44.6583     -93.7610
      11    -177.5051      57.9244     -81.5641
      12     168.4544      45.2794    -120.7669
      13    -168.1693      65.0037    -100.4685
      14    -165.9253      43.0852     -86.2946
      15    -170.1949      36.7484    -103.9114
      16     -94.8609     -69.4923       1.0274
      17    -173.7017      59.1235    -130.8737
      18    -176.9237      53.2095     -95.9357
      19     172.6476      61.0653    -106.1930
      20    -173.8255      59.1821      81.1776
      21    -169.7557      49.9975      84.1006
      22    -173.5311      63.1946      63.8768
      23     179.7026      32.7569      68.9629
      24    -169.8424      41.7722      71.2456
      25    -100.2949     -59.8160     155.7512
      26     -75.1055     -64.4534     161.6763
      27    -173.9504      56.8211      76.6494
      28     -76.5415     -71.0753     177.6703
      29    -172.0084      52.0289     -91.1100
      30    -171.4429      37.1214     -72.3663
      31    -171.9314      49.7474    -103.9641
      32     178.8944      55.6903     -94.1364
      33    -174.7397      56.1318     -97.3323
      34    -170.5892      69.9582    -120.7107
      35    -171.2576      55.1974    -104.8053
      36    -169.4168      55.2312     -68.3881
      37     166.3669      80.2366     -95.4165
      38    -177.4685      45.7268    -100.2328
      39     177.0526      65.6641    -111.6885
      40    -174.5041      54.6104    -122.0170
      41    -172.5849      61.3810     -87.7257
      42     171.0314      58.2224    -134.2709
      43     176.2732      54.9337     -94.5863
      44     -83.4966     -69.9815       2.4495
      45     171.3741      72.1867     -89.7823
      46     172.6215      49.9764     -95.8944
      47    -159.6735      39.6217     -87.4799
      48     172.0897      72.4699    -101.6749
      49    -164.7947      45.5665      69.5910
      50    -171.2637      53.4396      64.6658
      51    -178.7310      51.9995     122.3123
      52     179.1753      49.7184      87.1600
      53    -174.9505      56.8536      68.7349
      54     179.7913      58.5393     114.1973
      55    -165.6390      59.1176      79.8569
      56    -174.9714      51.5891      76.5926
      57    -165.5387      45.2220      98.5247
      58    -174.3528      63.4155      72.2007
      59    -168.7780      52.6054      84.7591
      60    -169.9169      49.4064      66.9301
      61    -165.9151      64.0940      27.2323
      62    -165.7993      56.5542      52.6461
      63    -176.5844      62.5419     102.7189
      64    -175.8301      62.7527      74.2284
      65    -151.8347      26.4366      69.8311
      66     -77.8813     -47.7438     154.7862
      67     -83.8853     -61.0055     146.6162
      68    -154.3216      37.4754      81.2684
      69    -171.5332      47.9793      67.9707
      70     172.9493      61.9700      78.8855
      71    -174.6955      67.6027      53.2125
      72    -168.2435      60.6631      83.5930
      73    -170.5078      54.9016      77.0238
      74    -158.1979      31.9299      92.9924
      75    -163.9291      44.3853      92.5285
      76     174.1509      62.0968      42.8978
      77    -167.9668      56.1719      69.7359
      78    -160.6393      46.8401     102.5852
      79    -171.6152      52.0430      49.6391
      80    -171.7996      58.4877      70.5910
      81     -98.0794     -63.3850     176.9976
      82     -84.3328     -80.1583    -167.6304
      83    -164.0116      53.0966      58.1532
      84    -170.8263      42.5122      81.2023
      85    -176.4710      49.5850     111.5081
      86     179.8448      50.5931      91.0353
      87    -170.5206      51.4855      85.5878
      88    -178.8870      53.9986      59.3504
      89    -165.5394      59.7607      40.5571
      90    -179.2651      54.9212      70.7538
      91    -171.5679      60.0913      77.6097
      92     -53.5023     -64.0082     150.5439
      93     -87.3021     -59.3518     161.7831
      94    -162.3833      41.0940      86.7587
      95    -170.3157      52.9910      87.3833
      96    -162.8216      43.8956      89.0179
      97    -179.5023      54.9653      84.2960
      98    -173.8646      68.9919      70.5937
      99    -175.4092      39.7499      63.0099
     100    -169.1696      46.2813      82.6817
     101    -169.0672      60.6120      84.1514
     102    -172.7390      48.4585      53.5173
     103     -58.4860     -59.7831     168.8555
     104    -178.9830      72.0287      70.1683
     105    -169.8154      29.2022      71.9499
     106     178.0164      74.0422      55.5482
     107    -169.7961      51.1193      59.4819
     108     176.4589      64.6565      86.5190
     109    -172.4924      58.7132      65.4677
     110    -175.5696      60.6093      34.8457
     111    -178.6601      47.7306      80.7860
     112    -169.9546      61.9723      58.1722
     113    -172.6911      51.7037      68.7965
     114    -173.2235      81.8197      26.1343
     115     177.1301      60.6036      91.5276
     116    -172.2016      50.3279      72.9454
     117    -168.3862      45.9159     100.4645
     118    -157.3574      48.9899      72.6843
     119     179.7010      54.6852      79.2041
     120    -173.2577      68.9286      74.4767
     121    -173.5743      46.3206      71.0704
     122    -159.8517      42.5926      97.1845
     123     176.6397      50.9636      81.4532
     124     178.1972      58.9543      67.9518
     125    -169.2236      36.0959      88.3610
     126     171.6774      58.5797      85.5131
     127    -174.0661      60.1454      75.7529
     128    -174.9172      64.8994      82.9787
     129     170.1583      53.9392      39.5123
     130    -166.9367      53.6180      64.1061
     131    -169.2384      39.3905      97.5443
     132    -170.8779      46.7416     107.4227
     133     177.4368      61.1985      84.5472
     134    -173.2991      57.6485      68.0986
     135    -161.0705      48.9210      64.4037
     136    -167.8920      52.2631      73.5491
     137    -170.0324      38.6852      60.0838
     138    -163.9075      32.8850      90.9597
     139    -165.7094      61.4517      64.0618
     140     176.0807      52.7960      60.5498
