#Frame        chi1:41      chi2:41
       1     -72.2995      96.2250
       2     -78.2959     103.9700
       3     -66.5764     111.6181
       4     -80.8601      88.6580
       5     -72.0471     102.7986
       6     -65.4493     106.1780
       7     -71.4759      97.8752
       8     -67.8327      88.3461
       9     -73.7028      99.9159
      10     -76.3678      97.1264
      11     -71.2675      95.4768
      12     -73.3405      90.2821
      13     -80.1197      82.7292
      14     -62.5564      88.0069
      15     -73.2535      90.2225
      16     -84.1679     100.3885
      17     -77.6875      99.3717
      18     -58.3119      76.7513
      19     -64.3003      87.4364
      20     -84.1594     122.3356
      21     -79.3478     114.9843
      22     -63.4332      98.1571
      23     -71.6664      95.5849
      24     -97.2316     101.3348
      25     -74.4832     103.0625
      26     -68.6619      87.4204
      27     -76.9788      79.9024
      28     -73.0744      89.0753
      29     -69.2613      79.7895
      30     -94.7105     117.3860
      31     -62.4498      82.6634
      32     -69.2307      85.1155
      33     -74.8083      91.4667
      34     -78.0478      90.8408
      35     -77.1883      86.3826
      36     -79.3949     108.8310
      37     -59.3253      80.8741
      38     -66.3186     107.4287
      39     -79.9734     115.0872
      40     -93.1948     111.0149
      41     -58.5606      82.8932
      42     -62.2613      76.1684
      43     -64.7826      89.9141
      44     -74.9304      86.8560
      45     -87.0468      86.1885
      46     -87.5370      95.7746
      47     -89.3432      95.4862
      48     -66.8373      94.9603
      49     -68.6828      88.7019
      50     -86.0852     102.9788
      51     -67.4904      89.3689
      52     -64.2175     103.5595
      53     -70.1976     107.6913
      54     -87.1359     113.6493
      55     -76.8606      80.6621
      56     -64.0349      94.3536
      57     -60.0245      90.9844
      58     -65.2043      94.9243
      59     -84.9353      79.6313
      60     -72.0493      71.2562
      61     -66.8768      92.2645
      62     -70.6206      84.2125
      63     -79.8909     107.9437
      64     -68.6179      88.8580
      65     -91.4623      92.2985
      66     -71.7340      71.5147
      67     -70.2656      92.7248
      68     -72.9333      85.3971
      69     -57.5860      89.7661
      70     -62.2673      81.4377
      71     -63.6210      96.1319
      72     -64.6012      89.6640
      73     -78.4957     109.7771
      74     -70.0101      93.5140
      75     -86.8229     109.6927
      76     -85.9834      90.0794
      77     -81.5185      95.1013
      78     -82.8528      90.7318
      79     -67.5350      90.9964
      80     -74.8271     103.3651
      81     -74.8850      98.4151
      82     -63.8148      68.5873
      83     -75.7188      94.5347
      84     -94.1790     114.7994
      85     -69.6814      89.0498
      86     -68.4455      97.1718
      87     -78.7847      93.9396
      88     -86.3557      82.0775
      89     -81.8762      96.3513
      90     -68.8335      86.1942
      91     -56.6242     101.6173
      92     -77.1328      91.3184
      93     -72.5527      99.1965
      94     -69.0233      96.0948
      95     -73.3190      87.5128
      96     -63.6374      91.3793
      97     -68.3130      96.9914
      98     -70.9498     101.9752
      99     -84.5901     102.3084
     100     -69.5435     102.4826
     101     -77.1111      84.3778
     102     -79.7806     109.8391
     103     -71.2747      84.8734
     104     -68.8336     104.7149
     105     -74.5393      83.2402
     106     -67.0863     104.3204
     107     -68.6510      94.8399
     108     -74.8653      95.2970
     109     -62.4777      87.6959
     110     -60.2345      91.7870
     111     -60.6947      80.4345
     112     -77.7351      96.7581
     113     -80.0055      96.1578
     114     -51.3785      90.7675
     115     -69.2765     115.4585
     116     -57.9659      85.5868
     117     -81.7250      85.0303
     118     -88.1738     100.3740
     119     -66.1859      82.7106
     120     -65.9150     106.0954
     121     -68.4524      75.0522
     122     -82.3594      86.2757
     123     -61.5343      88.4749
     124     -68.6626      74.6147
     125     -61.7770      87.9503
     126     -82.1895     104.1935
     127     -78.4324     116.5775
     128     -82.4624     116.7296
     129     -92.9580     107.2862
     130     -77.8934      96.3342
     131     -80.5101     120.3804
     132     -72.8114      97.5757
     133     -62.5288     103.1478
     134     -52.0525      89.6494
     135     -69.7866      97.4802
     136     -74.5034      94.7301
     137     -79.9592     108.0560
     138     -83.2818     103.1587
     139     -75.4191      91.9245
     140     -69.8763      91.3767
     141     -69.8105     108.1151
     142     -64.4960      75.0945
     143     -73.7737      89.2371
     144     -46.9125      93.9140
     145     -63.7694     100.4819
     146     -75.3811      97.8501
     147     -65.6209     104.4634
     148     -59.8519     102.7445
     149     -62.8331      97.9219
     150     -70.8575     108.2065
     151     -59.0463     100.6575
     152     -80.6544      98.7693
     153     -86.0195      88.1588
     154     -78.4574      97.6414
     155     -64.7345      97.4745
     156     -74.5690     106.5220
     157     -94.6151      89.6444
     158     -70.5495     100.3082
     159     -80.7231      77.9529
     160     -83.5241     105.4241
     161     -58.4852      92.9609
     162     -67.9223      98.4531
     163     -81.0843      90.9405
     164     -74.4653      89.3988
     165     -61.5237      80.5478
     166     -58.4478      96.1856
     167     -83.0359     104.2745
     168     -57.3225      91.8088
     169     -69.2673      93.8961
     170     -73.3155     105.7443
     171     -69.4739      69.1615
     172     -63.3551      78.2363
     173     -64.8519      86.9386
     174     -90.1425      98.6084
     175     -68.2413      77.5363
     176     -73.3661      97.4535
     177     -78.7645      88.2832
     178     -78.2637     100.0123
     179     -65.8919      87.4024
     180     -64.8318      85.8921
     181     -74.1232     100.8308
     182     -74.9671     100.6402
     183     -75.1009     114.1890
     184     -70.2356      98.8523
     185     -65.6624      76.6776
     186     -84.6360     105.0166
     187     -61.2692      96.7798
     188     -70.7945      81.9476
     189     -66.7512      87.1806
     190     -69.2977      79.7437
     191     -57.5413      90.1003
     192     -77.5043      74.1426
     193     -70.3990      86.1186
     194     -69.1825      86.5195
     195     -67.6280      98.3499
     196     -81.4336      95.3532
     197     -59.9163      94.7751
     198     -70.7623      84.2208
     199     -82.1348     103.6794
     200     -68.2382     113.7990
     201     -72.7008     106.8591
     202     -81.7736     118.3527
     203     -76.9391      85.8409
     204     -73.6955      98.1407
     205     -70.2531      97.1874
     206     -80.7529      97.0835
     207     -68.0545      95.4863
     208     -72.8286      91.8502
     209     -67.0703      97.8761
     210     -63.9373      85.4830
     211     -76.7200      99.1827
     212     -47.9703      97.6568
     213     -80.2798      99.3612
     214     -67.4250      97.9799
     215     -68.6708     102.3895
     216     -70.5374     110.5965
     217     -76.4212      75.6894
     218     -73.0363     107.0690
     219     -71.1497      90.8867
     220     -74.2507      76.8895
     221     -63.9003      78.8815
     222     -75.2834     109.0059
     223     -83.9250     104.1383
     224     -67.6060      85.1879
     225     -89.4754     107.4087
     226     -68.7137      84.5107
     227     -68.3430     107.4159
     228     -75.3524     103.5849
     229     -81.8667      87.2660
     230     -61.3444     107.1847
     231     -68.5021      80.1067
     232     -62.3332     104.9218
     233     -71.6111      83.8592
     234     -55.5987      74.2176
     235     -71.6339     112.3939
     236     -75.2066     119.5646
     237     -71.7508      80.2776
     238     -63.0374      95.3641
     239     -69.8682      99.0778
     240     -74.9014      88.5236
     241     -79.1489     114.5425
     242     -81.0648     110.2397
     243     -71.9168      94.0053
     244     -69.6043     105.8840
     245     -69.1434      90.9085
     246     -73.2035     101.3142
     247     -77.3584     108.9449
     248     -64.0405      95.8180
     249     -77.9845     104.1543
     250     -71.9561     114.0281
     251     -80.9636     102.4586
     252     -81.5029      96.7840
     253     -67.9562      90.4899
     254     -73.8798      92.8018
     255     -76.6246      80.9637
     256     -69.3680      95.5069
     257     -68.3118      93.3214
     258     -83.2387     106.8135
     259     -67.3039      79.8509
     260     -62.5938     111.5120
     261     -77.0174      97.6880
     262     -87.3937      94.7865
     263     -75.1984      85.7687
     264     -77.0652      85.1009
     265     -65.1083      98.1287
     266     -63.4444     101.2276
     267     -69.0345     101.3829
     268     -69.0590      91.3683
     269     -75.3834      95.1224
     270     -75.8312     105.0589
     271     -70.2860     100.7268
     272     -65.9277      92.7600
     273     -94.9906      91.2136
     274     -81.0867      83.5947
     275     -70.7695      95.6623
     276     -73.0072      92.6444
     277     -75.1730      95.7267
     278     -86.3515     104.6335
     279     -84.8974      93.4399
     280     -57.9421      91.8294
     281     -78.3606     105.8762
     282     -78.0471      90.8707
     283     -71.6674      91.3047
     284     -73.5495      75.9053
     285     -78.0363      93.3803
     286     -70.2005      88.0650
     287     -72.9462      88.8274
     288     -79.3320      80.3953
     289     -61.6050      93.0673
     290     -79.3741     100.6884
     291     -97.5679      92.4105
     292     -77.7789      73.6752
     293     -74.4000      90.0590
     294     -52.6947      88.6334
     295     -56.2276      92.7632
     296     -55.2558      94.8584
     297     -76.4449     107.6953
     298     -55.5789      84.3516
     299     -80.2077      85.5487
     300     -72.6442      86.4008
     301     -69.1285      86.8766
     302     -81.9081      93.8135
     303     -72.0829     104.4628
     304     -76.9817      92.2024
     305     -58.3722      93.6784
     306     -79.4899      72.3450
     307     -64.9724      97.7242
     308     -76.9883     108.0351
     309     -57.8809     109.0865
     310     -74.9083     118.0019
     311     -69.6414      91.7278
     312     -70.6191     111.6042
     313     -72.1668     110.9888
     314     -76.5718     120.6593
     315     -71.2039      85.4960
     316     -81.5793      83.3938
     317     -79.9000      86.7214
     318     -68.4408      76.7574
     319     -64.8541      98.4993
     320     -73.1213      96.0476
     321     -92.0899      74.0776
     322     -78.5607      79.0350
     323     -75.8155      80.2247
     324     -72.9097      96.1806
     325     -81.3991     103.7192
     326     -91.9399      97.1896
     327     -79.2964      97.6874
     328     -83.6126      91.5057
     329     -63.1286      75.4991
     330     -65.9359      87.5990
     331     -59.4134      70.7549
     332     -88.2003      87.3104
     333     -64.2611     110.3701
     334     -84.1139      90.6632
     335     -64.2035     111.0991
     336     -83.3374     106.9395
     337     -49.9611      82.0633
     338     -68.7194      97.0058
     339     -69.2764     105.7046
     340     -87.7669     109.2720
     341     -65.3686      89.7696
     342     -65.8248     110.7029
     343     -76.5249     114.7387
     344     -75.7256      95.0320
     345     -68.5062     103.4265
     346     -76.0828     100.1461
     347     -95.5083     110.6363
     348     -69.1201     113.3383
     349     -74.6301     107.7016
     350     -64.2286      98.2097
     351     -68.2936     104.1045
     352     -69.4540     101.9515
     353     -71.3180     107.4842
     354     -75.6640     104.9809
     355     -73.8359     123.0538
     356     -84.8715     115.2888
     357     -79.1621     104.5105
     358     -95.2475     101.4646
     359     -68.1880     106.6896
     360     -75.5709     124.5642
     361     -63.1981     115.0290
     362     -81.6441     113.1770
     363     -73.6765     105.9971
     364     -69.3036      98.8169
     365     -81.5477     110.2197
     366     -53.3013     109.6028
     367     -81.0051     120.5036
     368     -80.6573     110.1578
     369     -77.4802      86.1802
     370     -69.3404     100.2799
     371     -82.2361     109.1745
     372     -73.9256      93.7677
     373     -70.5423      98.2812
     374     -66.4479      97.3405
     375     -71.0420     111.9778
     376     -78.7360      99.2961
     377     -68.7698     101.7477
     378     -71.5674      99.4606
     379     -84.1747      98.0563
     380     -59.1239      93.4221
     381     -60.8481      84.8772
     382     -69.1934      81.0466
     383     -77.3627      86.2696
     384     -56.7201      82.1920
     385     -77.9585      84.9663
     386     -55.0787      97.4251
     387     -75.2899     121.5830
     388     -83.4962     108.3389
     389     -75.2792      98.2363
     390     -72.3678     101.4055
     391     -65.4059     109.8431
     392     -82.1667     108.5104
     393     -65.2931     123.4812
     394     -63.1742      95.1578
     395     -66.0555      97.3178
     396     -84.5342     103.7962
     397     -65.4004      95.2422
     398     -79.2769     110.0650
     399     -76.7129     104.4653
     400     -65.4730      99.8992
     401     -70.8588     107.8062
     402     -65.9814     103.6180
     403     -63.7362      91.2963
     404     -69.7617      84.2503
     405     -68.0453      94.6244
     406     -64.9445      94.1239
     407     -68.9690     111.7664
     408     -70.8645     110.4772
     409     -72.2663      90.9861
     410     -77.9903      95.5314
     411     -65.5199      96.0194
     412     -82.4379     107.4299
     413     -77.4642      82.7269
     414     -84.0693      98.0023
     415     -57.4837     105.1283
     416     -69.6302      75.4114
     417     -84.3768      67.3320
     418     -83.7261      94.3584
     419     -84.0474      82.9169
     420     -81.4174     110.5745
     421     -75.7035     115.2615
     422     -70.3403      78.8983
     423     -69.3745     101.1148
     424     -72.7901     113.0517
     425     -83.5733      99.7269
     426     -82.3503      87.8601
     427     -88.4123     104.2924
     428     -81.8260     110.5378
     429     -83.9599     121.0399
     430     -61.3839      96.9878
     431     -66.8509      97.5223
     432     -68.4810      92.7286
     433     -73.7059     114.5970
     434     -76.4849     101.2544
     435     -49.8836      93.1892
     436     -68.7352     100.5933
     437     -68.1039     105.3948
     438     -65.5048      93.7638
     439     -68.9885      99.4333
     440     -58.7025      93.2158
     441     -75.9077     102.8319
     442     -78.5613      95.5642
     443     -73.3158      99.4788
     444     -80.3025      83.6275
     445     -78.8512     115.4138
     446     -63.5677      85.2663
