#Frame        chi1:32      chi2:32      chi3:32
       1    -164.9381      42.1603      78.0458
       2    -108.5386     -41.9753     123.1161
       3    -162.4642      43.0172      95.6684
       4     -74.4420     -55.7587     138.4774
       5     -65.1921     -62.9985     152.4210
       6    -168.2996      53.4532      90.7394
       7    -175.5239      55.8451      98.8739
       8    -174.6374      52.7571      71.2418
       9     178.8301      36.4487      38.7143
      10    -176.4137      60.1517      78.4065
      11    -174.1962      76.0880      83.9621
      12     -69.7823     -65.1287     169.6557
      13    -170.0795      42.1320      83.8766
      14     -78.4795     -62.0300     156.8698
      15     166.3517      55.1155      73.1354
      16     178.8278      60.8492      75.4371
      17    -176.9188      50.6904      75.7968
      18    -168.0049      53.2302      71.7541
      19     174.1114      52.2715    -112.2230
      20     -85.9443     -66.3877       4.0513
      21    -167.8580      45.9112     -99.7495
      22    -179.5450      65.1538      54.8998
      23    -178.7206      60.7434      62.3877
      24    -177.4877      51.1832      59.8230
      25    -179.2175      51.5239      76.6568
      26    -175.4240      46.9493      81.5414
      27    -173.7594      56.5312      91.5243
      28     179.8899      64.3915      64.7900
      29     178.8676      50.5328     105.1984
      30    -161.8165      54.7678      82.4612
      31    -163.0461      45.3319      97.3577
      32     175.6729      68.8965      86.8318
      33    -153.9980      61.1839      58.3246
      34    -175.9216      50.7901      86.1859
      35    -166.8583      39.4284      58.7986
      36    -167.4960      55.0566      82.7458
      37    -155.2080      47.5200      54.1778
      38    -179.9509      59.0282      81.2650
      39    -161.1891      61.4749      65.0620
      40    -176.1278      54.3041      83.8048
      41     177.0220      65.6151      64.7727
      42    -168.5291      58.3646      40.1580
      43    -175.2652      64.4412      59.7343
      44    -163.8870      43.3569      66.3887
      45    -168.2279      44.4669      89.2139
      46    -165.8356      55.1295      86.6972
      47    -168.7583      42.9467      80.3354
      48    -174.9826      55.8659      80.5403
      49    -166.9147      39.8926      82.8104
      50    -173.3853      69.7663      51.4572
      51    -179.5130      53.9336      72.7007
      52    -175.4983      57.0666      72.9815
      53     179.5708      59.1445      81.3848
      54    -171.4954      48.8114      59.6103
      55    -178.8150      59.3243      57.8166
      56    -177.0222      53.0163      73.6190
      57    -171.6230      60.5707      73.7930
      58     -78.9857     -70.7086     163.8882
      59     -61.2047     -60.6123     164.0812
      60    -156.0233      26.8143      80.1353
      61     170.8900      67.9867      59.4819
      62     179.5945      53.1844      98.9306
      63     172.6490      69.5292      85.3828
      64    -166.6263      25.4226      75.0965
      65    -173.4793      55.5043      79.4265
      66    -170.4911      35.1037      65.9445
      67    -171.1413      52.3406      80.5060
      68     169.3182      67.3240      88.5573
      69    -179.0975      61.0318      78.6818
      70    -170.4427      48.5014      78.1512
      71    -156.9897      23.3557      83.2931
      72    -179.3828      43.5864      69.3028
      73    -174.8757      46.2687      86.0935
      74    -179.8482      38.2060      62.2401
      75    -170.3475      52.9477      66.3675
      76    -177.8682      54.8776      53.1078
      77    -162.4044      53.9596      51.2222
      78    -172.7635      47.1977      73.8466
      79    -169.7250      38.0326      80.3745
      80     -55.4506     -38.6423     130.8684
      81     -71.8171     -61.1245     146.9853
      82    -157.0981      50.3160      69.9079
      83    -169.3120      51.2360      68.6179
      84    -174.2254      69.8552      59.3731
      85     177.9034      63.2276      61.6011
      86     176.4843      67.7530      89.5597
      87    -157.5805      30.7410      91.5641
      88    -175.9237      50.7545      63.9238
      89    -165.2266      48.2616      75.7301
      90    -175.2316      61.9022      94.8051
      91    -168.6945      48.3962      74.0246
      92    -172.8284      53.6703      85.9333
      93    -173.3841      55.7252      86.6922
      94    -110.7458     -51.0817     166.3007
      95    -165.4580      43.7180      93.4495
      96    -176.2165      51.1366      67.4619
      97    -173.5809      48.1531     -81.3097
      98    -173.0036      55.5127    -100.1634
      99     -42.7786     -51.6290     -19.2079
     100     174.6970      66.9732    -130.6931
     101    -164.3365      44.9608     -91.6897
     102     178.9995      54.2994    -104.9827
     103    -164.6616      50.0548     -85.1968
     104    -171.4672      55.7711     -85.1220
     105    -175.1782      52.5340     -83.1109
     106    -177.5397      62.2941    -114.6739
     107    -168.1561      53.4037    -115.8548
     108     176.1125      59.0637    -102.8156
     109    -179.3548      45.7002    -103.9138
     110    -165.8400      51.0073    -107.3131
     111    -165.8390      51.6485     -86.8482
     112    -162.1571      54.0632    -124.6661
     113    -171.4206      66.3099     -88.1460
     114    -173.0295      57.2711     -93.1251
     115    -167.2618      51.7020     -87.0332
     116    -177.3240      54.1087    -120.1171
     117     173.2451      67.6304     -94.8438
     118    -172.6995      58.0893    -112.2092
     119    -169.6634      44.7650    -118.5373
     120    -176.8640      47.9551    -125.9622
     121    -145.0894      43.4246     -81.6037
     122    -167.6152      52.6371    -117.2940
     123    -172.3897      59.7735    -110.7627
     124     -92.1733     -48.3808     -17.1731
     125     -67.5387     -73.6089     -11.0119
     126    -175.5516      58.6551    -116.2391
     127    -162.8577      76.2116    -117.6563
     128    -179.2313      60.0980    -109.8152
     129    -170.0479      48.0150    -106.7397
     130    -167.2771      55.5757    -116.9430
     131     175.9004      60.4931      72.8818
     132    -168.3161      51.7998      71.8390
     133    -176.6112      59.1367      70.8965
     134    -167.4774      56.2015    -128.9221
     135    -166.5831      43.0465    -118.3505
     136    -159.4223      39.0588     -91.0561
     137     179.9406      55.6144     -77.8808
     138     171.6833      52.2180     -95.1293
     139    -163.2343      38.9453     -93.8014
     140    -171.7515      50.8952    -113.1443
     141    -178.8219      57.5030     -87.1444
     142    -169.7301      53.3240     -82.9770
     143    -166.0665      50.2395     -95.6058
     144    -163.3473      39.3385     -83.5305
     145     176.8503      75.6969     -98.4716
     146    -166.5964      64.8968    -117.7325
     147    -171.0197      42.2259     -92.7784
     148    -157.3300      48.7851     -92.8065
     149    -165.8795      47.1772     -93.3913
     150    -177.1683      50.1385     -99.1408
     151    -177.7736      60.9016    -105.2986
     152    -168.0203      40.1343    -106.5916
     153    -164.8199      37.3587     -85.0573
     154    -167.1299      56.1843     -92.4740
     155     -68.5991     -60.3034     -35.8963
     156     173.9104      58.7848     -93.6908
     157     177.3293      60.7612    -116.9273
     158     -54.6779     -70.2455     -14.4621
     159     -58.2835     -68.7099     -14.6908
     160     -85.4929     -59.5518     -35.9034
     161     -68.1454     -47.7459     -36.5927
     162     -65.9718     -63.7330     -40.1485
     163    -176.5576      51.3297    -111.2821
     164    -171.2368      56.7819     -92.8794
     165    -159.0692      48.1578    -114.3583
     166     175.1221      64.8309     -85.7195
     167    -170.9943      62.8214     -97.8334
     168    -172.0837      48.0916    -103.4208
     169    -170.0219      49.7848     -91.1758
     170     179.3223      60.7976     -88.4438
     171    -169.9664      55.6145     -83.1474
     172    -163.5497      54.3878     -90.7678
     173    -155.9941      56.5183    -117.4317
     174     172.8814      76.1248    -114.4421
     175    -168.1093      54.6440      62.6401
     176    -168.6129      46.3046      94.8763
