#Frame       chi1:120     chi2:120     chi3:120
       1     178.8726      60.7935      88.9693
       2    -177.4306      55.4538      67.0337
       3     -64.2822     -61.0977     153.6589
       4     -89.3998     -71.8337     152.4458
       5    -169.6688      49.8458      53.4250
       6     177.9663      66.3674      85.3446
       7    -178.4721      79.1198      47.1558
       8     -68.3368     -70.4019     160.9361
       9    -166.4885      45.5006      66.1144
      10     -90.7639     -76.0962     174.5944
      11    -173.9715      66.0935      66.4899
      12    -160.1257      49.4012      56.0649
      13    -176.0171      56.9230      79.1192
      14    -175.0830      53.2784      63.5264
      15    -179.8175      85.0865      81.0171
      16    -168.7037      43.1990      87.7573
      17     177.5371      54.0858      67.4518
      18    -178.2684      50.1327      88.9823
      19     -71.0217     -76.4510    -177.3667
      20     -55.2733     -57.0198    -177.0189
      21     179.2609      58.4900      85.0132
      22     -81.1505     -49.4568     -26.7372
      23    -152.2120      27.1424     -71.4571
      24    -162.8449      40.6334    -103.5987
      25    -174.1302      25.4810     -95.0642
      26    -175.3664      68.6554     -91.7351
      27    -179.8084      53.5485     -93.9721
      28    -166.9248      51.7655      79.8132
      29     166.1203      41.6801      53.2216
      30     177.8305      59.3128      83.2904
      31    -171.6877      51.2324      90.3127
      32    -174.9103      46.8494      81.9463
      33    -167.8532      58.0926      55.2236
      34    -172.2822      35.5221      60.8357
      35     178.6661      75.1442      88.0799
      36    -174.5885      59.3221      79.3444
      37     177.8174      69.3061      59.5424
      38    -169.7651      46.0896      70.9064
      39     178.6776      53.7792      76.8469
      40    -178.2824      47.3489     -85.4061
      41    -177.8350      54.3120    -100.2960
      42    -176.7651      55.3896     -80.6321
      43    -168.2297      57.3720    -104.7704
      44     179.4084      53.5877    -108.0933
      45     176.9899      41.4622     -81.9995
      46     171.9433      56.1396    -128.2420
      47     174.0082      60.9017     -97.2637
      48    -166.4490      49.1425    -100.0308
      49    -172.0463      52.5045     -91.5873
      50    -178.5354      49.4047    -139.9886
      51    -168.1391      41.9782     -81.9650
      52    -179.3720      49.5386    -110.7701
      53     172.9730      69.1726    -116.2970
      54    -162.6452      51.2812     -99.6121
      55    -168.1801      60.7461      61.6921
      56     179.4338      60.1752      62.2624
      57    -169.1273      57.3248      73.6843
      58    -178.6291      48.2793      85.2516
      59     177.2266      60.3049      58.1213
      60     173.1774      58.4192      81.3214
      61    -178.1257      68.8186      92.6724
      62     177.3549      62.8165      29.5823
      63     175.7377      52.5360      81.6895
      64    -174.8701      61.7341     105.5166
      65    -171.9623      45.7850      72.3766
      66    -177.7114      51.6878      64.4410
      67    -163.6058      38.1147      86.4424
      68    -154.3853      35.0038      57.2703
      69    -179.8569      59.4242      94.4305
      70     175.2671      73.3151      78.2910
      71    -171.2587      57.4023      52.9923
      72    -172.7558      51.7357      81.7598
      73    -172.5166      52.8485      93.2370
      74    -169.2032      42.1847      84.9101
      75    -179.8590      62.4316      78.5168
      76     179.0197      53.4523      62.2875
      77    -177.8723      79.3097      46.9987
      78    -176.4116      67.2323      75.5271
      79     179.8283      44.9437      73.0190
      80    -160.1602      41.1744      78.6353
      81    -166.2942      65.4777      54.5708
      82     177.4919      54.2529      79.8509
      83     -68.3100     -54.2961     128.5708
      84    -173.5204      51.0982      61.1616
      85    -164.0382      50.5800      75.8605
      86    -163.0340      43.8600      87.1970
      87    -168.6242      48.5714      53.8677
      88     179.5971      60.5540      75.0097
      89    -178.2570      52.0387      86.2088
      90    -168.4018      24.5367      67.4904
      91    -178.5369      71.1162      73.2580
      92     178.3508      51.3487      63.8381
      93     176.4041      62.5433    -110.4618
      94    -178.3501      48.6052     -87.5860
      95    -166.8661      30.4397      76.8770
      96    -164.6690      52.7739      53.5954
      97    -168.7075      58.9111      85.4167
      98    -165.9474      59.7637      90.7827
      99    -154.9421      42.5235      50.8729
     100    -172.4082      47.9032      80.2483
     101     175.3722      49.3227      66.9406
     102    -170.9615      56.2724      70.2593
     103    -166.5369      54.7539      49.5609
