#Frame        chi1:41      chi2:41
       1     -82.3582      97.3527
       2     -78.5485     108.7976
       3     -71.2495      82.9474
       4     -52.3507      84.5240
       5     -63.7601      95.1069
       6     -55.5108     101.3106
       7     -48.4060      87.9257
       8     -61.7959     103.7797
       9     -67.3193      91.6669
      10     -58.1820      92.7730
      11     -56.3924     109.1011
      12     -85.7281      99.5229
      13     -69.0725      83.8652
      14     -90.8805      90.3679
      15     -81.0754     106.6409
      16     -69.6315     113.9425
      17     -84.8972     100.0598
      18     -64.4870      90.4713
      19     -72.1851      96.7681
      20     -62.7421     107.6708
      21     -79.6161      97.4653
      22     -76.6838     110.6034
      23     -58.8026     103.7778
      24     -70.3926      95.4865
      25     -77.2483      90.3897
      26     -76.9508     104.1439
      27     -64.7038      75.7491
      28     -72.9987      94.1421
      29     -75.9295     100.7481
      30     -57.7980     101.5168
      31     -78.9152      97.0345
      32     -74.8241      88.0349
      33     -74.2538      99.2404
      34     -96.4641      90.2217
      35     -67.2847     107.0449
      36     -81.0205     112.9260
      37     -62.0910      86.2569
      38     -62.9165      95.2299
      39     -70.8034     103.5981
      40     -63.0125      74.3351
      41     -70.5863     103.6758
      42     -76.2173     108.3930
      43     -68.5504     117.9058
      44     -54.4429      85.0966
      45     -55.3735     110.9342
      46     -70.6250     120.9595
      47     -66.3041     101.2874
      48     -55.7872      86.1042
      49     -66.7785      90.7254
      50     -89.8765     122.4306
      51     -58.5650      90.0961
      52     -75.7880     103.5473
      53     -69.4595      97.8087
      54     -65.5614     102.4170
      55     -60.4446      82.1995
      56     -93.1056      95.2675
      57     -72.5400      97.1625
      58     -63.3268     100.8275
      59     -68.6498     106.0709
      60     -95.5492     109.3167
      61     -86.5743      73.9034
      62     -84.0077      90.1844
      63     -90.4911      94.1291
      64     -72.4085     103.4919
      65     -73.1523      91.1249
      66     -72.0312     110.9233
      67     -76.9802      78.4943
      68     -71.0867     103.5615
      69     -69.2140      87.9607
      70     -64.4922      89.8457
      71     -70.8049     107.9738
      72     -73.6651      92.5050
      73     -72.9650      96.8030
      74     -56.0902      97.9600
      75     -67.9071      88.5290
      76     -78.4959      87.0700
      77     -81.4735     104.4891
      78     -84.0688      85.1443
      79     -82.9500     107.2914
      80     -60.6358      85.0852
      81     -78.5560     105.0620
      82     -79.9081     116.6067
      83     -72.5689      75.9837
      84     -71.7574      87.9541
      85     -70.4282      86.3387
      86     -78.7736      97.4042
      87     -91.1965     102.3794
      88     -64.3772      98.0198
      89     -73.8169     105.7841
      90     -63.0863      89.8618
      91     -91.2673      77.4846
      92     -73.7391      95.2439
      93     -83.0948     111.2224
      94     -74.7728     110.1431
      95     -70.6686      99.7785
      96     -55.4385      93.3356
      97     -73.8126      92.3183
      98     -59.2920      76.1698
      99     -62.7987      94.0928
     100     -74.0399      70.7027
     101     -72.6585      96.4136
     102     -73.9523     104.6045
     103     -74.7021      90.1216
     104     -79.7808      74.2721
     105     -70.4394     109.0672
     106     -61.3684      84.7230
     107     -76.8193      83.6471
     108     -62.6286      99.6901
     109     -80.8222      96.3187
     110     -76.3350      99.7846
     111     -73.2206     109.2206
     112     -87.9399     117.6932
     113     -78.8615     109.6227
     114     -78.3361      95.7314
     115     -60.7744     102.4395
     116     -62.1090      92.8812
     117     -77.1990      91.2036
     118     -75.8481      99.3388
     119     -72.5799      94.2825
     120     -74.8631      98.8978
     121     -86.3146      93.7932
     122     -66.5375      88.3632
     123     -89.9732      82.4004
     124     -83.2735     108.3309
     125     -79.9758     100.7127
     126     -65.8816     114.8131
     127     -75.7227     104.3612
     128     -64.3083      85.2535
     129     -79.5503      88.5681
     130     -76.9972     107.5939
     131     -74.1376     106.5381
     132     -76.6932     105.7218
     133     -85.0205      97.8663
     134     -72.2242     107.4245
     135     -58.5589      86.3859
     136     -76.9515     106.0129
     137     -87.5438      99.2606
     138     -76.3787      86.9663
     139     -81.1697      83.3574
     140     -69.5997      76.6538
     141     -88.9804      92.2162
     142     -80.9888     100.4796
     143     -86.2130      88.6151
     144     -78.5938      77.8388
     145     -66.6196      94.8401
     146     -71.1083      86.7372
     147     -61.6951      90.4284
     148     -68.4821      97.5506
     149     -67.1673      96.5614
     150     -53.2781     101.7014
     151     -66.6931     102.5545
     152     -77.1907     111.0562
     153     -59.1725      94.8178
     154     -74.0910     114.1859
     155     -85.2984     113.6745
     156     -77.6833     102.4052
     157     -74.3781     107.7460
     158     -71.0719      96.1044
     159     -70.1645     110.4562
     160     -68.5375     100.0235
     161     -75.0133     108.7014
     162     -76.8991     105.6109
     163     -76.4314      88.9331
     164     -84.1348     108.0540
     165     -87.0439     113.4293
     166     -72.0532     109.6028
     167     -78.4478      91.2047
     168     -85.8625     104.5959
     169     -67.7155     110.2189
     170     -71.1912     103.6685
     171     -75.1702     106.7912
     172     -70.2242      94.9012
     173     -76.5366     110.7364
     174     -77.3392     108.3913
     175     -77.2199     115.3219
     176     -74.2573     114.0558
     177     -76.4726     120.2016
     178     -64.9414     109.9912
     179     -76.6139     108.1883
     180     -66.5098      95.3806
     181     -78.6424     110.2987
     182     -68.5437     101.7168
     183     -67.1056     108.2903
     184     -77.4089     101.7083
     185     -83.7975     114.0065
     186     -73.7088     101.0624
     187     -71.7176      78.4717
     188     -84.8945      90.1643
     189     -82.7443     110.5264
     190     -77.7691      98.8604
     191     -64.5645      93.2721
     192     -78.7157     124.8659
     193     -76.2955     107.8839
     194     -84.4484      78.6133
     195     -72.3290      79.0580
     196     -77.0161     104.0496
     197     -77.2189     120.9666
     198     -86.6534      85.4719
     199     -88.9544     107.9014
     200     -69.2567      86.6455
     201     -87.8606      93.5543
     202     -70.2392     109.3350
     203     -67.1845     108.9333
     204     -65.7461      88.7763
     205     -58.8260     107.2041
     206     -72.8851     105.8087
     207     -73.4454     117.2669
     208     -70.8848     109.3480
     209     -76.1490     114.1746
     210     -77.8359     106.0896
     211     -78.5099     103.1290
     212     -83.4364     105.4850
     213     -81.3618      92.6257
     214     -64.1523     104.6601
     215     -76.0517     113.0361
     216     -67.2185     117.9998
     217     -77.3544     113.6966
     218     -84.3092      95.7322
     219     -63.6326     110.2543
     220     -85.1832     103.2091
     221     -74.3260     108.9571
     222     -65.1996      90.1945
     223     -72.5063      91.4647
     224     -71.6667      99.2980
     225     -88.9112      99.6290
     226     -70.9221     105.9123
     227     -84.7600      95.4006
     228     -71.2158      98.2281
     229     -80.6571      87.4565
     230     -73.7458      99.2256
     231     -69.4233      89.7685
     232     -73.1387     107.4584
     233     -73.3235     101.7575
     234     -77.3779      76.8110
     235     -59.1470     107.5438
     236     -66.8980      94.5206
     237     -79.3908     101.5322
     238     -84.3513     100.1360
     239     -75.1996     101.7128
     240     -66.8824      91.9656
     241     -78.0976      92.4581
     242     -69.6142      90.9109
     243     -67.3538      89.0819
     244     -71.0323      98.2759
     245     -76.9550     113.8547
     246     -80.9658      93.1359
     247     -80.2849      89.2917
     248     -60.3691      93.7823
     249     -93.1223     107.0783
     250     -54.4155      94.4668
     251     -71.4276     104.3211
     252     -62.8243      99.4378
     253     -78.9241     113.0839
     254     -80.5740     111.1984
     255     -80.2141     117.8337
     256     -69.4058     101.6763
     257     -72.3134     100.5551
     258     -68.8611      93.0391
     259     -90.4054      93.5324
     260     -83.2051      79.1884
     261     -63.1636      98.6296
     262     -73.6311      96.6314
     263     -71.5491      74.4738
     264     -73.4482     106.2215
     265     -76.9729      93.6000
     266     -67.6558     101.4581
     267     -61.2004      97.4158
     268     -87.4770     109.3472
     269     -75.8690     112.3662
     270     -71.3993      89.5454
     271     -80.4239     110.5870
     272     -73.1142     113.4092
     273     -71.3435     101.9654
     274     -65.9128     112.1478
     275     -77.0996      86.5549
     276     -75.5581      75.8314
     277     -81.2390     102.4279
     278     -66.5568      86.0700
     279     -62.2584      98.0358
     280     -71.5444     109.8253
     281     -59.2480     101.1282
     282     -73.9895     117.3838
     283     -70.3376      99.3248
     284     -59.8181     102.1176
     285     -79.9008     103.3301
     286     -85.0291      86.0614
     287     -65.5197      96.1805
     288     -77.2320     100.2302
     289     -67.3829     105.2793
     290     -78.8359      98.0256
     291     -74.7062     113.1352
     292     -81.1327     114.9092
     293     -57.6507      85.8529
     294     -56.7468      91.4454
     295     -92.9755      90.6340
     296     -81.9379     100.9004
     297     -65.5418     123.1011
     298     -77.7974      76.6253
     299     -70.8519     133.5390
     300     -74.7065     115.7812
     301     -77.0289      92.5687
     302     -68.5220     108.6815
     303     -69.4606     107.5076
     304     -52.7331      91.7987
     305     -84.6520     116.5876
     306     -68.3324     122.3661
     307     -63.5649     110.1980
     308     -72.7875     103.1814
     309     -80.3896      90.6605
     310     -77.4278     110.4461
     311     -60.9320      85.9127
     312     -69.9891     106.6207
     313     -76.0716     108.5693
     314     -63.3685      99.1214
     315     -63.8851     105.7553
     316     -63.2384     110.9733
     317     -61.1486      92.1530
     318     -77.2660      82.6099
     319     -81.0040      86.3306
     320     -91.6977     104.0606
     321     -62.5864      77.4187
     322     -70.8577      91.6302
     323     -62.3364      92.1812
     324     -71.6738     100.7647
     325     -67.6963      90.7703
     326     -55.4054      93.0582
     327     -74.8633      91.0689
     328     -64.5871      92.6601
     329     -70.7655      90.1179
     330     -75.0628     115.1785
     331     -72.3882     110.4755
     332     -56.2316     110.1228
     333     -65.6434      97.4283
     334     -82.8676      95.5860
     335     -80.2148      87.3706
     336     -61.2013      89.7550
     337     -81.9779     104.0315
     338     -66.7507      89.9917
     339     -69.3987      99.2448
     340     -75.4817     114.9116
     341     -83.8412      88.5771
     342     -69.6797     105.7072
     343     -86.0437     104.1127
     344     -73.4007     105.6819
     345     -77.1728     124.7376
     346     -56.0041      80.5868
     347     -75.0024     105.4930
     348     -72.4876     115.5376
     349     -71.7747      93.0622
     350     -95.8314      94.3607
     351     -67.0335      93.4439
     352     -73.9892     108.7237
     353     -81.4967     113.2187
     354     -88.1469     103.6889
     355     -64.8699     104.5010
     356     -69.9689     104.1858
     357     -63.3866      98.9954
     358     -81.5488      94.6715
     359     -61.7999     111.6274
     360     -74.0109     108.0770
     361     -73.7489     111.1607
     362     -73.6182     109.6513
     363     -80.2497      85.8863
     364     -63.2235      90.9710
