#Frame       chi1:129     chi2:129
       1    -168.4677      84.2018
       2    -169.9872      91.9111
       3     161.3855     100.6481
       4    -174.9418     112.6573
       5     178.3753      92.9882
       6    -175.2873      82.0040
       7    -173.4880      78.1878
       8    -165.6034      79.7342
       9     175.7984      91.8576
      10    -178.8386      88.4460
      11    -174.1750      79.9679
      12    -177.2280      88.0408
      13     177.3070      87.9663
      14    -173.4345      86.6137
      15     175.4485      76.6633
      16     173.0504      77.2947
      17    -171.4233      86.8007
      18    -177.7963      77.2357
      19     176.9726      79.0748
      20     172.1535      85.5432
      21     174.9174     103.7834
      22    -166.8690      84.5275
      23     178.4996      83.7300
      24     167.5031      77.4590
      25     169.7614     101.1520
      26     177.0497      99.4140
      27    -178.9318      85.2518
      28     165.4141      81.2880
      29     163.7402      83.1269
      30     168.0668      88.8013
      31     163.5888     100.3564
      32    -177.1561      84.6886
      33    -177.5676      78.2493
      34     175.3274      96.0977
      35     169.1090      93.9653
      36    -164.9757      95.4953
      37    -164.6436     104.1113
      38     170.8215      79.8662
      39    -163.2667      96.1187
      40     177.2987      87.8328
      41    -160.9718      91.1751
      42    -177.1917      93.5296
      43    -170.8212      83.0696
      44     179.6504      84.5415
      45    -171.1115      77.3806
      46     172.9783      85.0723
      47    -170.2822      82.1856
      48     177.3917      83.7264
      49    -177.7668      83.7314
      50    -178.8645      97.9934
      51    -178.1078     109.4986
      52    -179.6924      78.6949
      53    -174.3101      98.8941
      54    -177.3286      79.4830
      55     172.6882      98.1581
      56    -176.9387      92.5060
      57     175.5334     102.5100
      58     165.6750      91.8761
      59     161.7532      92.7599
      60    -175.6183      97.5529
      61    -178.0323      81.7010
      62     172.0867      88.7233
      63    -173.0807      71.3908
      64     172.2800     103.8071
      65     173.2198      99.5525
      66     179.5347      68.8205
      67    -179.8419      80.0923
      68    -174.4204      83.7255
      69     171.0964      90.4896
      70     172.1044      82.5204
      71     174.4825      95.3810
      72     177.0416      74.8272
      73     178.1934      90.3825
      74     166.7398      96.8831
      75     177.3897      85.5293
      76     176.6733      76.3475
      77     173.1515      85.3222
      78    -178.2572      83.3218
      79     155.9756      89.6192
      80     171.0092      85.1041
      81     172.5764     100.2442
      82    -173.4762      89.8238
      83     177.0789      91.6468
      84    -176.2530      83.6065
      85    -171.6542      85.1235
      86    -172.4999      93.5179
      87    -166.7433      83.7373
      88     179.5187      90.0610
      89     177.3175     109.4671
      90     176.6988      87.1784
      91    -176.1557      89.7498
      92    -171.6910      88.7897
      93    -171.0852      97.3051
      94    -171.3016      93.3813
      95     174.3570      96.2627
      96    -173.7853      80.9311
      97     177.0480      83.8062
      98     179.7700      82.9255
      99     174.3458      95.0146
     100    -178.1094      85.1501
     101    -176.3800      85.4561
     102    -172.1549      91.1841
     103    -174.5407     101.9191
     104    -170.4724      87.4268
     105     177.2853      89.5421
     106    -175.7296     101.4296
     107     178.4673      80.4657
     108     175.5324      93.8523
     109    -179.7564      94.1658
     110     176.5161      92.8206
     111    -174.7715      81.7280
