Using WEST data from '/ix/lchong/dty7/d1d2/2kod/o_angle/2d_oamax_c2_ss_v00/west.h5'
# successful (recycled) segments
# column 0:    iteration
# column 1:    seg_id
# column 2:    weight
# column>2:    final progress coordinate value
     244          96     1.8769450377825e-12            52.666            78.317
     244          99     1.8769450377825e-12           51.1373           77.9313
     245           0     2.9037195483711e-11           51.1946           77.3447
     245           2     4.1248223590192e-11             51.05           76.1418
     245          98      3.247673055217e-12           52.6183           77.8253
     248          87     8.9643880011569e-12           52.0074           75.5037
     250           0     3.3313432645761e-12           51.8357           75.8251
     251          86     4.8535134944368e-13           53.2594           75.6988
     252           6     2.1510229817317e-12           52.9083           75.0546
     257           2     4.1683459885726e-15           52.3404            75.047
     261           3     3.2565203035723e-17           52.5762          75.40981
     261          84     8.1051172000022e-16           53.8039           77.1576
     266          91     1.0131396500003e-16           54.4685            75.642
     267          86     8.1051172000022e-16           52.7293           77.9986
     268           3     2.4315351600007e-15             54.26           76.9763
     270           4     1.4859381533337e-15           52.2339           75.9193
     271           0     3.0394189500008e-16           54.0563           76.5545
     271           3     3.0394189500008e-16           55.4864           76.2491
     271          80     8.1169899302757e-16           53.8917           75.9089
     272           7     3.0453553151375e-16           52.0728          76.32021
     273          72     2.4765635888896e-16           51.1281           77.2136
     274          87     1.5100903648252e-16           52.9171          76.81129
     275          82      1.429729570104e-16           52.5887           75.0284
     276           1     6.3611633641736e-17           54.4419           75.9607
     276          85     2.5952130226368e-18           52.8266           77.9429
     276          94     7.5504518241259e-17           52.3254           76.5687
     277           0     1.8876129560315e-17           53.3265           80.8203
     277          89     1.8876129560315e-17            52.241           75.4642
     278          77     7.5504518241259e-17           52.3353            77.984
     278          88     4.7190323900787e-18           53.8372          75.50771
     280          83     2.9493952437992e-19           55.1172           79.4766
     281           4     1.0780023691592e-17           52.6668          77.20399
     281          84     4.5254683743955e-19           51.1977            77.026
     283           3     5.6568354679944e-20           51.3753           79.9261
     283          99     1.3190834799595e-18           51.2787            77.192
     284           2     3.2977086998989e-19           51.2381            78.311
     284           7     8.4475409655383e-18           52.7907           75.2903
     286           0     2.0610679374368e-20           51.7608           76.4086
     286           3     2.0610679374368e-20           52.0925           77.9329
     286          93     2.0610679374368e-20           52.7076           79.2706
     287           0     1.0305339687184e-20           52.8576           77.6369
     287           1     1.0305339687184e-20            51.504           77.7273
     288           4     1.1154520662386e-18           52.9555          80.17661
     288           6     1.0948413868642e-18           52.9121           77.1522
     288          89      1.288167460898e-21           52.0889           75.9446
     289          97      3.220418652245e-22           51.6575           77.3955
     290           0     1.0948413868642e-18           54.4548           75.2094
     290           7     1.0377488594973e-18           53.6889           77.4607
     291           0     1.5077854615437e-19           51.0166           76.2491
     292          98     3.7694636538592e-20           52.0986           77.7244
     292          99     3.7694636538592e-20           54.0825           75.0692
     293           1     1.5291554798951e-19           52.8965           76.9358
     293           6     9.0902260193357e-19           54.6515           76.3938
     294           1     3.8228886997379e-20           51.4894          75.72971
     294           3     3.8228886997379e-20            53.349           75.7085
     294          96     1.3017265105818e-19            53.045          76.38651
     295           3     9.5572217493447e-21           51.9873           75.0929
     295           7     3.2060475210002e-19           52.9506           75.1353
     296           7     2.2191294652312e-19           55.0262           75.1734
     296          91     1.1358757000854e-19           52.9728           76.5181
     297           0     5.9732635933404e-22           56.4279           76.8698
     297           3     5.9732635933404e-22           52.8032           78.4967
     298           0     6.5086325529089e-20           51.3166           75.4219
     299          85     1.6271581382272e-20           51.1616           77.9894
     300          90     1.0707406256684e-20           52.2725           76.8812
     300          98     4.1052282430265e-21           52.4005           75.8648
     300          99     4.1052282430265e-21           55.3288           78.2953
     301           2     2.6768515641709e-21           51.7792           76.3976
     302          96     6.6921289104272e-22           52.7013            75.153
     303           0     3.3460644552136e-22           52.5272           77.8203
     304           0      8.365161138034e-23           54.3488            76.054
     304           2      8.365161138034e-23           52.9932           75.7566
     304          76      4.182580569017e-23           51.8902           77.9217
     304          85      4.182580569017e-23            51.237           75.0897
     304          87      4.182580569017e-23           52.4715           78.0185
     304          93      8.365161138034e-23           52.2916           79.6914
     304          95      8.365161138034e-23           52.7553           75.8784
     305           1      4.182580569017e-23            52.203           76.1715
     305           3      8.365161138034e-23           54.8829           77.5918
     306           0     1.0456451422543e-23           52.5888            81.998
     306           1     1.0456451422543e-23           53.6253            75.839
     308           3     1.3070564278178e-24           51.2619           76.8335
     308          91     1.7427419037571e-24           52.5174           76.7201
     308          97     2.6141128556356e-24           54.1879           75.1539
     309           2     6.5352821390891e-25           52.1057           75.6844
     309           4     5.2282257112713e-24           55.3205           78.4291
     309           6     3.0497983315749e-24           54.7781           77.8875
     310          98     4.3568547593927e-25           52.3719           75.0832
     312           4     5.4460684492409e-26           51.0336           77.3966
     313           3     1.4182469919898e-26           52.6855           75.9527
     313           7     5.6729879679593e-26           52.3579           75.1215
     313          90     3.6307122994939e-26           51.9541           75.2097
     314          87     3.6307122994939e-26           51.7674           81.2738
     314          91     9.0767807487348e-27            53.128           75.5418
     315           3     2.2691951871837e-27           53.5103           76.6619
     316          97     5.6729879679593e-28            53.314           76.2759
     316          98     5.6729879679593e-28           53.5336           77.0326
     317           0     1.4182469919898e-28           51.8497           75.0032
     317          97     1.4182469919898e-28           54.7336           75.1369
     317          98     1.4182469919898e-28           51.7791          79.83279
     318           0     1.4182469919898e-28           53.3938           79.6509
     318          99     3.5456174799745e-29           51.8667           75.1745
     319          90     1.7728087399873e-29           53.9854           79.1369
     320          84     4.4320218499682e-30           52.6271           76.2664
     321          80     2.2160109249841e-30           53.0231           75.1413
     391          73     5.3200357556491e-20           51.4793           76.0558
     391          75     5.3200357556491e-20           51.6928           76.5298
     404           3     1.5512853826955e-21           51.5966           76.1249
     406          84     7.7564269134777e-22           52.1666           75.4209
     409           5     1.9391067283694e-22           52.1855           77.1826
     453          68     3.2215136720591e-05           51.1194            78.419
     457           6     2.6839274541664e-05           51.3365           75.7789
     534          72     1.2698839519879e-06           53.2546           77.3175
     536          99      1.189374429484e-07           52.4068           78.4668
     543          86     1.0334342057193e-10           51.7188           75.3442
     552           1     1.6640740424648e-08           51.6208           75.0145
     559          85     4.8752169212835e-11           51.1762           75.8139
     645          83      1.008472637432e-21           51.7402           76.8935
     652          84     1.1079411299912e-26           52.6072           75.3241
     653           7     2.7698528249781e-27           51.0246           77.2612
     654           2     3.9446050525884e-14           51.4252           76.8662
     657          85     2.8852633593522e-29            51.668           76.7667
