#Frame       chi1:129     chi2:129
       1    -152.4687      94.4950
       2    -145.2502      89.7203
       3    -118.4539     118.5760
       4    -152.5618      99.7377
       5     -74.4571     107.5587
       6     -83.8054      96.2741
       7    -154.7449     101.9138
       8    -164.4778      89.2505
       9    -139.3233     100.9458
      10    -149.0336      97.0836
      11    -153.0596      82.1584
      12     -81.5625      83.6759
      13    -155.8373     101.3385
      14    -160.5941      95.6112
      15     -88.5458     115.0763
      16     -99.7251     109.0797
      17    -153.3339     106.9552
      18    -164.4506     107.7522
      19    -175.8811     101.4668
      20    -162.2689      84.8799
      21    -160.5873      97.0883
      22     -81.9485      78.1226
      23     -69.2973      75.9798
      24    -138.8686      88.4046
      25    -165.2103      98.0437
      26    -155.8032     103.3803
      27    -160.2417     109.4316
      28     -68.6096     129.7284
      29     -76.7651     116.3828
      30    -159.6693      90.1636
      31    -157.2108      99.2769
      32    -159.2559      95.4816
      33    -148.6320     109.9969
      34    -164.4393      89.1361
      35     -99.0821     121.0084
      36     -75.0731     110.8514
      37     -72.8349     106.0968
      38    -123.3558      79.9769
      39     -68.9421     104.8746
      40     -72.5968      96.5334
      41     -69.7334      92.9016
      42     -79.9089     104.8672
      43     -76.7519      87.3574
      44    -153.9319     101.2862
      45    -170.1680     102.4205
      46     -94.9468     113.5953
      47     -79.3113     123.1864
      48    -146.9226     104.0883
      49     -79.1119      89.0340
      50    -161.3021     108.4360
      51     -78.7251     100.4928
      52    -113.7357      75.2163
      53    -143.4595      99.9213
      54    -156.7339     102.3611
      55    -166.7326     108.6021
      56    -151.7376      91.3610
      57    -159.3051     114.3510
      58    -151.8920     102.3135
      59     -94.9448     101.3205
      60    -159.7099      95.0214
      61    -148.2242     107.5738
      62    -161.0696      97.6366
      63    -169.3854      95.8222
      64    -148.3080      97.7258
      65    -151.1361     100.8601
      66    -172.5408     104.4613
      67     -73.5348     102.7582
      68     -82.9472      82.1090
      69     -85.6427     101.6344
      70    -163.9992     105.5163
      71    -157.0814     101.9991
      72    -158.7134      94.8235
      73    -167.4164      90.7764
      74     -69.6470      76.8758
      75     -75.1472      89.0546
      76    -148.6753      89.9638
      77    -146.0375     119.7387
      78     -83.9016      71.8898
      79     -78.3566      71.2983
      80    -162.3922     100.4305
      81    -160.4715      93.8355
      82    -142.6832      94.3226
      83    -159.7639      99.5477
      84    -154.0108      97.9276
      85    -162.9243     105.8856
      86    -167.2884      89.1894
      87    -159.4825     105.5633
      88    -144.5503      98.8379
      89    -162.4618     103.8848
      90    -152.6813     101.5589
      91     -75.2180     105.0022
      92    -165.0498     100.3563
      93    -157.2124     105.5749
      94    -150.5880      99.6824
      95    -158.5115      79.2202
      96    -165.1906      97.5753
      97    -152.3300     107.9460
      98    -152.6138      98.4648
      99    -164.8505     109.4276
     100    -151.3632      99.6126
     101    -155.2935      96.3944
     102    -158.7290      81.6423
     103    -163.0927      97.0905
     104    -152.8666     106.2824
     105    -157.5606      96.6521
     106    -158.0095     111.3355
     107    -154.2741      89.4675
     108    -159.0967      92.6650
     109    -168.2413      97.1261
     110    -156.9346      89.4749
     111    -149.6867     103.3520
     112    -152.9375     102.7877
     113    -169.8406      96.2040
     114    -148.1972      86.2448
     115    -160.4330      80.5397
     116    -155.2413      99.6416
     117    -158.6049      96.2658
     118    -156.5191      93.3453
     119     -91.8242     122.6141
     120    -155.0910      85.7674
     121    -153.5019      91.8690
     122    -172.8673      95.2780
     123    -152.9143      92.2802
     124    -149.5695      93.0141
     125    -157.4481      77.5246
     126    -164.9510     109.4309
     127    -142.5157      95.9373
     128    -163.1834     102.4442
     129    -170.3364      90.9605
     130    -158.7874     107.1271
     131    -161.5379      88.6240
     132    -165.7463      93.1978
     133    -151.4963     101.9068
     134    -154.4141      95.4792
     135    -150.8877      96.3820
     136    -168.9515      87.8182
     137     -77.5524     116.4020
     138    -157.7414     111.3986
     139    -165.4179      97.4950
     140     -87.6553     125.8030
     141    -150.8387     102.5875
     142    -153.5119     102.2445
     143    -162.9571     106.2150
     144    -155.8675     104.2213
     145     -57.1866     119.7617
     146     -98.2474     114.4519
     147     -83.0235      80.6120
     148    -159.4007      93.6352
     149    -160.3786     106.2323
     150     -93.7839     107.5987
     151    -148.8925     105.3788
     152    -158.9318     108.2250
     153     -88.1567     124.1466
     154    -156.3600     100.1320
     155    -150.2954      92.5852
     156    -156.2589      95.1858
     157    -149.6186     112.0833
     158    -162.7344     105.0690
     159    -159.2326      92.0457
     160    -156.0753     103.5129
     161    -164.8593      89.1350
     162    -146.0024      81.8499
     163    -154.6000      98.2056
     164    -154.2085      80.6328
     165     -76.1912     134.2395
     166    -166.2774      95.9809
     167    -149.6198     100.7185
     168    -160.3896      99.7949
     169    -152.4990      90.4942
     170     -91.8789      86.5034
     171    -152.7406      90.9315
     172     -85.4690      77.5900
     173    -156.4602     104.0257
     174     -62.9757     123.1401
     175    -175.0591      88.1135
