#Frame        chi1:41      chi2:41
       1     -87.1100     132.2022
       2     -79.5635     100.2573
       3    -168.3894      89.4604
       4     -86.5162     121.9743
       5    -178.1656      87.4421
       6    -170.4682      94.5694
       7     -70.3594     111.8190
       8     -73.0856     107.6420
       9     -68.3381     105.5702
      10     -69.9857     109.0283
      11     -73.3021     114.0261
      12    -173.5802      93.1404
      13     -76.4117     111.5138
      14     -83.2745     110.0451
      15    -138.3641      86.1686
      16    -161.1685      95.6259
      17     -78.1283     111.0834
      18     -72.9019     121.9867
      19     -68.7200     111.2369
      20     -85.1984     124.2666
      21     -81.1832     120.1093
      22    -161.1470     102.0813
      23    -167.4834     108.2788
      24     -57.1669     101.0380
      25     -72.4262     113.4106
      26     -65.5195     107.4940
      27     -69.4526     131.5197
      28    -162.9904      99.1830
      29    -165.4397      92.1670
      30     -76.2552     102.2067
      31     -66.6474     111.8865
      32     -81.0089     106.5069
      33     -74.2542     115.1164
      34     -78.9286     102.9971
      35    -160.7362      88.6129
      36    -159.3815      98.0479
      37    -165.1330      99.8929
      38    -160.1795      84.7485
      39    -158.8340      85.3652
      40    -160.8424      84.0268
      41    -170.5008      73.9800
      42    -159.4686     102.6344
      43    -153.3163      76.3935
      44     -68.2384     124.6647
      45     -75.8210     121.0323
      46    -170.8818      94.1339
      47    -162.6371      71.0655
      48     -80.7863     112.9254
      49    -170.1988      92.1716
      50     -81.8506     108.9444
      51     175.6586      96.1511
      52    -152.4499      98.3312
      53     -86.3688     124.3159
      54     -78.4420     102.5043
      55     -83.3066     111.9238
      56     -69.9747     120.0546
      57     -72.9832     124.4136
      58     -88.2288     106.6981
      59    -164.5419      94.1633
      60     -84.8543     127.4332
      61     -80.1616     117.9437
      62     -72.5866     115.9492
      63     -79.8849     116.3251
      64     -84.2694     111.4336
      65     -66.8112     108.3791
      66     -87.1384     126.3376
      67    -159.2829      84.2331
      68    -167.8087      87.4828
      69    -163.1978     103.2025
      70     -71.7217     102.3880
      71     -71.4192     115.0140
      72     -89.4759     122.4306
      73     -83.6114     120.1709
      74    -158.1423      84.3221
      75    -163.1618      98.6765
      76     -65.5172     126.4363
      77     -70.0607     104.5457
      78    -174.1107      78.1507
      79    -162.3832      79.5316
      80     -81.1881     111.6969
      81     -66.4270     118.4239
      82     -64.2550     108.8950
      83     -76.3089     110.0195
      84     -69.9803     113.1952
      85     -80.0229     105.0206
      86     -85.1251     116.3142
      87     -91.7245     113.7593
      88     -83.3037     122.1865
      89     -78.1218     118.4615
      90     -76.1609     124.5822
      91    -172.6854      95.7067
      92     -74.3097     118.1465
      93     -62.2523     105.5958
      94     -86.2408     114.2614
      95     -76.1759     109.0843
      96     -82.9510     110.8631
      97     -74.1522     109.4920
      98     -66.4310     109.0526
      99     -76.8719     110.9572
     100     -89.5288     101.8174
     101     -90.4958     110.2017
     102     -62.5750     105.0886
     103     -81.6909     111.0414
     104     -73.4100     119.0529
     105     -67.2323     112.0659
     106     -75.4944     123.5353
     107     -74.8803     121.3029
     108     -80.8163      97.6285
     109     -93.9931     123.5537
     110     -76.4777     120.1845
     111     -78.9906     109.1009
     112     -89.3099     110.5150
     113     -78.3169     101.8164
     114     -69.4572     123.2766
     115     -81.3606     131.3640
     116     -79.9661     107.5637
     117     -64.3038     108.7594
     118     -53.9013     115.1991
     119     -86.7053     114.9227
     120     -67.0671     117.7103
     121     -90.0066     105.9673
     122     -82.0893     100.6470
     123     -62.8267     115.8437
     124     -64.8617     115.3276
     125     -76.0909     110.1186
     126     -77.5737      91.4959
     127     -76.9459     116.4123
     128     -86.1530     139.7431
     129     -92.2294     112.1392
     130     -76.1259     116.3084
     131     -78.6376     116.6300
     132     -83.2903     124.2383
     133     -61.8991     109.0920
     134     -75.0480     113.5544
     135     -77.5256     116.8925
     136     -64.4552      95.3487
     137     -84.2388     104.4131
     138     -67.4629     108.3225
     139     -81.1852     115.1693
     140     -96.3219      97.4215
     141     -90.6151     119.4875
     142     -65.4521     101.2020
     143     -74.7531     126.1288
     144     -58.8082     113.6588
     145     -61.0357     131.1274
     146     -77.5755     120.5440
     147    -155.7965      87.6902
     148     -78.3325     127.9566
     149     -73.3921     119.5046
     150     -80.8074     101.8233
     151     -66.4866     105.3101
     152     -87.7830     112.8174
     153     -76.9303     118.9218
     154     -72.4315     107.8284
     155     -57.4447     110.6168
     156     -90.1519     113.0623
     157     -73.8497     114.5462
     158     -71.6462     114.6320
     159     -74.0417     100.4101
     160     -79.1868     118.7801
     161     -93.7738     118.1059
     162     -88.6891     118.5757
     163     -81.0048     140.3572
     164     -76.4479     104.8878
     165     -87.1110     103.4593
     166     -85.8932     115.1919
     167     -87.8731     110.6199
     168     -66.5727     123.3347
     169     -61.5309     110.9253
     170     -57.3972      76.1729
     171     -62.3050     110.6935
     172     -88.8037      84.0129
     173     -76.2229     109.7811
     174     -64.2122     121.5681
     175     -86.7123     100.5339
