#Frame     o_angle_m1   o_angle_m2
       1       9.4426      15.3473
       2       7.6143      10.7563
       3      12.5879       6.6020
       4       9.4210      11.2127
       5      20.1445      11.7338
       6      16.6467       6.7607
       7       9.0858      10.7710
       8       9.6338      13.9820
       9       4.7393       8.4559
      10       9.7301      11.9193
      11       9.5991       9.7624
      12      20.9483      10.1155
      13       7.5681      11.3023
      14      10.3727      18.2122
      15      10.1554       7.6705
      16      15.4279       6.6933
      17       8.1118      10.8803
      18      10.8401      15.4004
      19      10.8838      13.4256
      20       9.5265      11.6036
      21      11.2599       6.6766
      22      13.1901       8.3851
      23      16.7422      10.4920
      24       9.6499       9.9591
      25       5.6610      10.3400
      26      11.8459      17.6015
      27       4.9052      10.7815
      28      13.1786       6.6727
      29      13.2824       3.7924
      30      10.2039      11.0025
      31       6.8337       7.6211
      32       9.6932      12.3481
      33       5.8053      11.6556
      34       6.3844      13.0934
      35      12.2059       6.9478
      36       9.6504       8.4814
      37      14.0223       8.9533
      38      17.8703      11.0385
      39      17.2653      10.0163
      40      15.8883       6.3945
      41      18.4196      10.1818
      42       7.9184       2.8798
      43      16.6872       9.2506
      44       7.3282      11.8608
      45       7.5343       9.6376
      46      16.7636       8.3216
      47      16.2167      11.2626
      48      10.8424      14.2960
      49      21.7391       6.9553
      50       6.7912      11.6635
      51      18.0965      11.0169
      52      20.1942       8.2640
      53       9.9835      14.1216
      54       9.4154      11.5273
      55       3.9124       6.0499
      56       5.9639       7.9168
      57       9.7152      13.3349
      58       6.2837      12.8935
      59      17.5034       6.5161
      60       6.6349      13.1487
      61      10.2422       6.9958
      62      10.9755      10.5226
      63       7.1318      11.4007
      64       7.7054      13.2586
      65       3.2282       7.6699
      66       9.5164       9.2015
      67      19.1745      10.4382
      68      15.7845      11.2800
      69      13.4156      11.2985
      70       5.4332      11.5952
      71      10.6539       7.4413
      72       3.8644      11.8977
      73       4.2928       9.6161
      74      20.0487       8.6627
      75      21.9939       9.3538
      76      10.4705      13.7894
      77       8.4688      13.4435
      78      23.7915      11.3849
      79      24.0732      11.4352
      80       5.8168      11.1986
      81       9.9346       8.9884
      82       7.5514       8.6414
      83       7.5429      10.2165
      84       3.4741      10.1185
      85       3.6825       9.9823
      86       3.6445      11.9203
      87       9.2659       9.9822
      88       7.8359      11.0089
      89       4.6969       7.9687
      90       8.2793      16.2914
      91      20.3858       8.6633
      92       4.9585      12.7829
      93       5.5294      12.7530
      94       6.3658       6.7935
      95       5.9160      13.4622
      96       2.6049      14.1713
      97       8.6806      10.0371
      98      11.5876      14.5856
      99       5.6816      11.7100
     100       5.3141       7.0943
     101       1.0765       9.2419
     102       9.2480       9.7744
     103       4.5558      10.7278
     104      10.4232      13.1418
     105       7.0210      13.4465
     106       6.2119      11.8686
     107       4.8200       9.0969
     108       3.9254      11.2439
     109       3.2833      13.2702
     110       3.4858      11.2229
     111       7.5759      15.2076
     112       3.3052      12.1293
     113       6.1022       8.8893
     114       8.4835       9.5176
     115       4.6002       7.5216
     116       4.0199      11.0843
     117       3.5817       7.4501
     118       4.1170       8.7141
     119       2.5845       6.2314
     120       7.5196      11.6176
     121       1.9094      11.8001
     122       2.7144       6.2354
     123      13.3252       8.6747
     124       7.4171      12.8376
     125       5.9589       9.4646
     126       3.1127      10.4207
     127       8.7421      15.3894
     128       8.4998      11.0741
     129       4.0158       9.7208
     130       4.0748      12.7228
     131       7.7950       6.4110
     132       4.9777      12.6252
     133       5.3676      12.9496
     134       4.3720       6.8468
     135       3.2711       8.4023
     136       3.7381      12.0915
     137       4.7188       2.5002
     138       7.7925       9.7505
     139       7.8195      13.9808
     140       3.6416       5.3845
     141       8.0043       8.0214
     142       5.8459      13.6542
     143      10.4507       5.6546
     144       4.2659      13.2809
     145       8.3427       7.4099
     146       8.1627      10.3084
     147       6.7436      12.9069
     148       7.3597       3.1724
     149       4.5645      10.1288
     150       7.3819       2.4884
     151       5.8715      14.2584
     152       2.9679      11.7853
     153      10.7811       8.3192
     154       4.8760       5.7104
     155      11.6754       9.4793
     156       6.6809      12.0990
     157       6.9938       5.0339
     158       5.3876       9.9279
     159       6.4248      13.7187
     160       3.5375      11.5681
     161       1.4717      16.1133
     162       9.5981       4.9542
     163       9.8089       7.3333
     164       5.9185      10.0757
     165      13.1274       9.7127
     166       3.7163       9.6896
     167       0.6801       8.1958
     168       5.1317       9.9807
     169      13.5265       2.3830
     170      13.2745       4.1818
     171      12.2858       7.7452
     172       4.3871       4.5993
     173       8.3827       6.8520
     174       8.8719      10.4744
     175       4.4004      12.2850
