#Frame     RMS_M1_NMR RMS_H9M1_NMR   RMS_M2_NMR RMS_H9M2_NMR RMS_Heavy_NMR RMS_Backbone_NMR RMS_Dimer_Int_NMR RMS_Key_Int_NMR  RMS_M1_XTAL RMS_H9M1_XTAL  RMS_M2_XTAL RMS_H9M2_XTAL RMS_Heavy_XTAL RMS_Backbone_XTAL RMS_Dimer_Int_XTAL RMS_Key_Int_XTAL   RMS_M1_HEX RMS_H9M1_HEX   RMS_M2_HEX RMS_H9M2_HEX RMS_Heavy_HEX RMS_Backbone_HEX RMS_Dimer_Int_HEX RMS_Key_Int_HEX  RMS_M1_PENT RMS_H9M1_PENT  RMS_M2_PENT RMS_H9M2_PENT RMS_Heavy_PENT RMS_Backbone_PENT RMS_Dimer_Int_PENT RMS_Key_Int_PENT     c2_angle helix_angle_3pt   o_angle_m1   o_angle_m2          RoG      RoG-cut   Total_SASA Num_Inter_Contacts[native] Num_Inter_Contacts[nonnative] Num_Intra_Contacts[native] Num_Intra_Contacts[nonnative] M1-E175-Oe_M2-W184-He1 M2-E175-Oe_M1-W184-He1 M1-E175-Oe_M1-T148-HG1 M2-E175-Oe_M2-T148-HG1    M1-M2-COM    M1-M2-L46       phi:32       psi:32      chi1:32      chi2:32      chi3:32      phi:120      psi:120     chi1:120     chi2:120     chi3:120
       1       5.5910       4.6631      11.8181       6.4313        3.6230           3.2412            3.0640          0.9645      12.2403        8.7890      17.3964        9.3580         6.4207            6.3490             4.8331           2.8244       7.0324       5.2740      14.4692       7.3541        4.3487           4.0371            3.2322          1.0677       8.8539        6.4433      13.5601        8.2448         4.0502            3.7247             2.3998           0.7051      71.5464        113.3847      55.2680      39.7045      19.3449      17.3840   12131.4084                         42                           173                       4875                          1579                 3.8497                 9.8484                 1.8658                 6.9291      25.1939      16.1180     -67.4296     114.1526     -71.0208     -74.9148     -19.6954    -130.6134    -172.6225     -69.5544      71.5929    -152.4740
       2       5.8762       4.9628      10.3006       5.6208        3.4725           3.1061            3.0786          0.9387      12.6700        8.9271      16.4817        9.0709         6.4186            6.3269             4.8879           2.8004       7.5348       5.6374      13.3622       6.8046        4.3328           3.9896            3.2941          1.0966       8.8402        6.6739      11.2813        6.4633         3.6931            3.3592             2.3830           0.6782      75.9818        112.4701      50.5241      40.6895      19.3391      17.3599   12042.1493                         34                           180                       4891                          1619                 5.0776                 9.3451                 1.7271                 6.5216      25.3345      15.8269     -69.7848     139.0091     -71.4478     -59.9011     -47.8583     -92.2004     161.4512     -68.6541      63.3315    -141.3592
       3       5.8237       4.7363      10.8280       5.9956        3.5131           3.1701            3.0131          0.9606      12.6137        8.7975      16.6460        9.1023         6.4146            6.3578             4.7922           2.6458       7.1268       5.3073      13.5480       6.9244        4.3074           3.9862            3.2172          1.1981       8.0499        6.2279      12.3322        7.6688         3.7304            3.4293             2.3621           0.9239      70.8111        109.2852      55.0963      41.3462      19.2999      17.2720   12220.6164                         32                           146                       4898                          1545                 4.2820                 9.6429                 1.7783                 6.4721      25.0441      16.6787     -77.2909     137.0727     -70.4967     -57.0896     -42.8144     -97.3957     162.5286     -68.6891      62.1164    -133.0766
       4       6.3618       4.6152      11.8783       6.4899        3.7922           3.4470            3.1253          0.9473      12.9461        8.7372      17.3137        9.3654         6.6330            6.5453             4.8528           2.7338       7.3411       5.1990      14.3909       7.3138        4.5293           4.2044            3.2865          1.2090       7.6031        6.0515      13.2892        8.1358         3.8496            3.5598             2.4418           0.7247      70.5733        115.7030      54.8008      41.8847      19.1532      17.2345   12031.7650                         41                           214                       4859                          1581                 4.6634                 9.2956                 1.7896                 5.6462      24.7037      15.8365     -67.8041     135.1662     -65.3117     -63.4408     -16.0133     -69.5046     144.9311     -57.7370      85.8332    -177.9013
       5       5.6778       4.2690      10.6512       6.1794        3.4359           3.0219            3.0019          1.0557      12.2786        8.3664      16.2494        9.2253         6.2403            6.1414             4.7517           2.8188       6.2754       4.5893      13.0713       7.1060        4.0887           3.7467            3.1891          1.2183       7.1320        5.2004      12.5063        7.9295         3.7378            3.4931             2.3109           0.8644      69.4260        112.7657      53.4390      42.8922      19.2017      17.3026   12168.4909                         25                           181                       4843                          1558                 4.6758                10.6081                 2.1051                 6.3058      24.8116      15.8682     -74.6535     109.4608     -66.3790     -49.5415     -41.4119     -92.5275     163.0475     -54.2233      77.8854    -160.1848
       6       5.4111       4.7008      11.6157       6.7212        3.5878           3.1992            3.1672          1.1248      11.9776        8.7912      17.0454        9.4386         6.3620            6.2955             4.9254           2.8847       6.8441       5.4219      14.0762       7.4794        4.3125           3.9827            3.3968          1.4071       8.8823        6.7058      13.5715        8.7797         4.0934            3.7903             2.6189           0.9324      72.3371        115.2713      58.1484      40.8773      19.2142      17.3266   12171.2057                         36                           175                       4846                          1585                 4.2017                10.0590                 1.8172                 6.3930      24.9360      16.3812     -52.4671     117.1283     -58.3344     -72.2815     -45.3752     -86.1357     160.1423     -83.4708      73.9028    -127.7945
       7       5.8745       4.8669      12.4185       6.8145        3.7621           3.4039            3.0988          1.3614      12.5283        8.8856      17.7977        9.6303         6.5598            6.5052             4.7782           2.6790       7.2531       5.4827      14.9846       7.6943        4.4992           4.1879            3.3092          1.6855       8.6693        6.5609      13.9684        8.5553         4.0673            3.8047             2.4951           1.3416      70.7265        115.9117      54.3786      40.1302      19.3072      17.3538   11821.1579                         27                           202                       4791                          1724                 3.9179                12.0746                 1.7940                 6.7043      25.1280      15.9373     -57.3287     119.5393     -65.8783     -57.5191     -37.6122    -112.4625     161.8325     -71.1712      60.9800    -128.2125
       8       5.3036       3.9256      10.7656       5.8460        3.4226           3.0154            2.8614          0.9862      11.3704        8.0020      16.3097        9.0268         6.1699            6.0731             4.6774           2.8342       6.4161       4.6748      13.3209       6.8253        4.1452           3.7956            3.0513          1.1436       8.8507        5.7310      12.6648        7.5175         3.8562            3.5957             2.2956           0.8771      66.4243        114.0732      55.0955      40.3461      19.1595      17.2531   12047.9925                         30                           166                       4861                          1552                 4.3756                10.4928                 1.6506                 6.8654      24.8627      15.9824     -59.4484     130.4933     -64.9091     -68.4195     -30.1974     -54.6564     118.4515     -73.3545      60.4414    -131.1961
       9       4.8452       4.2287      10.3712       5.9463        3.3021           2.9327            2.8796          0.9903      11.6435        8.3359      16.1036        8.9906         6.1285            6.0747             4.6689           2.7304       6.2946       4.9302      12.9498       6.7959        4.0154           3.7110            3.0907          1.2278       8.7270        6.2713      12.4380        7.9098         3.8914            3.6794             2.3200           0.7624      70.2285        114.2600      53.4554      39.0507      19.3003      17.3841   12036.8114                         29                           166                       4880                          1607                 5.0157                 9.3685                 2.0658                 6.8968      25.1036      16.1373     -64.1901     126.3208     -72.9305     -59.8417     -41.2462    -108.7154     145.5815     -70.3097      71.4752    -112.3017
      10       4.8293       3.6980       9.5070       5.6183        3.1508           2.7309            2.6409          0.9208      11.6663        7.9260      15.2955        8.9273         5.9520            5.8701             4.4588           2.7746       5.6349       4.0522      12.0357       6.6132        3.8109           3.4722            2.8442          1.0856       7.7444        5.2305      11.6564        7.3904         3.7447            3.4902             2.0181           0.7188      67.8622        110.8264      53.7605      40.1840      19.3757      17.3829   12256.2768                         33                           142                       4853                          1569                 5.4391                 9.1174                 2.3254                 6.3738      25.0500      15.7384     -74.2862     108.4824     -58.1983     -68.7744     -27.7700     -69.8910     155.3883     -70.1845      72.0605    -133.2873
