#Frame     o_angle_m1   o_angle_m2
       1      36.2440      35.6305
       2      34.0649      41.3618
       3      34.4221      42.8167
       4      32.1565      44.7929
       5      32.7139      38.6005
       6      33.8535      39.4418
       7      33.7989      42.1820
       8      32.7751      42.9593
       9      29.3672      38.8182
      10      33.3743      38.8250
      11      28.4453      36.6417
      12      30.2721      40.7653
      13      35.4095      40.8579
      14      34.7123      38.6688
      15      32.1686      35.5779
      16      30.3489      35.8250
      17      38.2921      40.9243
      18      37.5166      42.0961
      19      36.8620      39.1594
      20      42.5963      39.9333
      21      37.9798      35.4074
      22      29.1876      33.6384
      23      31.8983      38.3635
      24      38.6308      38.9005
      25      37.8516      37.9089
      26      35.0397      36.7711
      27      35.1586      38.4691
      28      32.8210      36.7573
      29      32.6272      35.1663
      30      35.2274      38.1848
      31      40.0426      40.4014
      32      36.4570      37.5625
      33      36.7396      37.8798
      34      36.9873      36.7268
      35      35.1808      33.7754
      36      34.6485      35.9458
      37      36.8116      36.9249
      38      33.7246      37.1360
      39      34.2444      36.9693
      40      33.6728      39.4546
      41      34.8301      40.5964
      42      35.8093      40.2208
      43      38.1759      44.3714
      44      43.5903      44.4383
      45      38.5744      44.4267
      46      39.8213      41.4053
      47      38.0400      39.2466
      48      39.7184      37.8013
      49      39.5723      42.6443
      50      38.2363      39.5242
      51      41.9635      43.8888
      52      41.9641      38.1335
      53      44.3126      44.0557
      54      40.7572      37.7094
      55      41.3883      43.9252
      56      41.6271      38.2525
      57      42.8816      41.4488
      58      44.3635      40.5982
      59      38.6566      39.9673
      60      41.8184      40.8856
      61      37.7664      40.2709
      62      39.0568      39.2208
      63      39.2849      40.6911
      64      40.9216      36.4111
      65      41.6491      42.3124
      66      42.2361      43.3766
      67      40.9745      36.0349
      68      44.3444      39.3407
      69      43.7550      39.2532
      70      41.3031      38.7303
      71      38.8971      41.6944
      72      36.8020      38.5736
      73      42.5936      42.5396
      74      38.6864      38.0591
      75      42.5005      40.7737
      76      37.8206      36.4318
      77      37.0065      36.7181
      78     125.8128     137.2174
      79     127.1945     140.4763
      80     130.6855     137.8901
      81     128.1874     135.9633
      82     125.8024     131.2813
      83     123.4855     132.1464
      84     120.1612     130.1617
      85     117.8524     128.9609
      86     115.2040     126.5005
      87     118.6313     118.3481
      88     110.6978     122.3508
      89     114.5792     128.1512
      90     112.5061     125.7153
      91     110.2900     121.2410
      92     112.4247     125.6333
      93     112.9434     133.0556
      94     108.9678     138.2542
      95     113.6713     136.2957
      96     110.6280     140.9323
      97     111.4452     135.0061
      98     112.9129     136.7008
      99     120.4304     139.4015
     100     120.1719     138.6852
     101     115.7994     136.1509
     102     121.6014     137.7925
     103     122.3493     137.6259
     104     125.1554     150.1232
     105     128.0490     145.4966
     106     131.3206     144.2960
     107     127.1928     145.5475
     108     132.3162     137.1940
     109     129.6054     137.9003
     110     133.3149     144.2072
     111     124.6973     142.5644
