#Frame     o_angle_m1   o_angle_m2
       1      32.1850      33.0905
       2      29.9107      29.0435
       3      27.4297      28.0195
       4      29.9684      32.7447
       5      26.0393      26.9255
       6      30.3135      31.2900
       7      26.7944      25.8984
       8      25.6793      25.0875
       9      26.9809      29.5399
      10      32.1875      30.4090
      11      39.6936      33.5896
      12      39.5661      34.7810
      13      40.3098      36.5186
      14      39.8495      36.3085
      15      38.1735      35.2677
      16      32.8953      36.5271
      17      39.8056      36.3666
      18      37.4942      38.9764
      19      39.2109      38.7362
      20      37.5098      41.6255
      21      37.0527      40.8468
      22      33.2963      38.4294
      23      37.1826      40.0833
      24      41.0620      35.8859
      25      37.2370      39.6258
      26      33.9492      37.9565
      27      40.0416      38.1817
      28      32.9191      37.8186
      29      36.9632      40.1212
      30      31.9882      39.6980
      31      35.7813      39.2182
      32      33.0870      38.0952
      33      39.4526      36.6112
      34      37.8900      36.7147
      35      38.1894      36.4938
      36      30.5414      38.3827
      37      30.3494      35.7153
      38      32.3155      36.0368
      39      35.5622      38.8774
      40      33.8018      40.1382
      41      34.5535      38.7036
      42      30.9334      37.7833
      43      31.4389      33.7433
      44      40.0577      36.1229
      45      37.0065      35.8754
      46      33.9642      36.0425
      47      32.5884      38.8943
      48      36.8564      39.0848
      49      39.8659      40.4175
      50      36.2581      35.4970
      51      34.9622      37.1895
      52      35.8305      35.5880
      53      33.7022      34.6148
      54      33.3017      35.5323
      55      33.1158      40.3219
      56      33.3742      38.3157
      57      32.7053      34.5565
      58      33.8929      35.1775
      59      34.9899      40.3595
      60      32.6857      36.6958
      61      34.4382      40.4125
      62      34.8707      39.7312
      63      35.1882      37.5825
      64      38.8196      40.1018
      65      40.4202      44.3532
      66      38.8776      36.9538
      67      34.8638      42.0632
      68      34.0780      37.8870
      69      33.0950      38.9116
      70      35.1126      40.4977
      71      36.8398      39.2013
      72      35.8470      39.4527
      73      32.3152      38.8842
      74      32.8308      35.5174
      75      33.7535      37.3022
      76      35.0228      40.4641
      77      33.7943      42.5118
      78      34.0396      38.8741
      79      34.6573      38.0354
      80      28.6149      35.4243
      81      25.5925      33.3356
      82      31.4863      44.2908
      83      30.5723      40.2951
      84      28.9289      37.5079
      85      32.4304      39.3496
      86      37.1332      37.2201
      87      32.8693      38.2070
      88      33.8681      38.4615
      89      33.7058      36.8056
      90      33.0150      37.3883
      91      32.0405      36.9801
      92      32.6938      35.1124
      93      32.5064      40.4320
      94      36.1406      41.1017
      95      36.6401      42.9979
      96      32.7654      36.3439
      97      34.1469      39.0836
      98      36.3813      39.1014
      99      33.6346      42.4733
     100      34.7014      41.6886
     101      37.5447      43.0092
     102      36.6221      45.8845
     103      33.7586      42.8818
     104      33.7657      41.6010
     105      34.7532      43.7427
     106      30.8090      37.1584
     107      29.7104      39.6454
     108      29.0780      40.6728
     109      30.4682      40.0216
     110      32.4756      39.8856
     111      32.3942      40.2940
     112      31.6710      37.6486
     113      29.6882      36.8762
     114      32.4305      35.7076
     115      33.6654      38.9200
     116      34.7634      35.5917
     117      31.5152      39.6102
     118      32.3556      39.1755
     119      33.3338      37.2974
     120      32.5129      37.3683
     121      33.3684      40.0861
     122      32.7463      38.4306
     123      32.8718      38.2030
     124      30.8510      38.5687
     125      30.9928      41.5083
     126      35.3861      39.5022
     127      30.8786      39.9145
     128      32.1153      37.6878
     129      30.9997      33.9214
     130      32.5310      40.6993
     131      34.7096      37.0269
     132      32.9951      37.1957
     133      31.7465      37.6330
     134      35.5143      40.2194
     135      32.6915      39.5699
     136      33.9478      37.9254
     137      35.4433      42.0628
     138      34.6247      38.8299
     139      33.9370      37.9382
     140      35.7222      40.5782
     141      34.9284      39.9997
     142      31.8016      41.2864
     143      31.5986      40.1251
     144      31.8277      39.0279
     145      31.1367      39.5862
     146      30.7770      38.8819
     147      28.7140      36.7002
     148      34.3986      38.3186
     149      32.0699      39.2231
     150      33.0132      36.9190
     151      31.4447      39.9033
     152      33.0435      40.2052
     153      31.0453      36.4386
     154      30.2050      39.4190
     155      29.5105      34.9270
     156      32.1507      38.0745
     157      32.8072      39.0554
     158      31.3790      37.6456
     159      31.6747      35.0461
     160      31.4505      39.0872
     161      31.1649      40.3314
     162      33.1170      39.0030
     163      29.3329      36.9945
     164      35.3185      37.2297
     165      32.2308      40.1814
     166      30.3344      38.0993
     167      31.0183      41.9464
     168      25.8291      37.2069
     169      24.9743      35.9599
     170      32.2770      35.0556
     171      27.4098      36.1818
     172      31.3817      41.3305
     173      31.3070      36.2004
     174      33.5106      35.9216
     175      38.2857      38.6483
     176      35.7631      37.9196
     177      34.7152      37.5358
     178      33.7950      35.6292
     179      34.3255      37.7493
     180      31.0604      38.3964
     181      30.3988      37.8556
     182      29.8610      36.9241
     183      33.1162      37.5547
     184      32.4785      39.7319
     185      28.6723      33.2248
     186      30.8080      35.9469
     187      29.2780      34.7889
     188      31.0249      36.8039
     189      31.8666      38.2169
     190      28.8318      36.6788
     191      28.1668      36.4159
     192      26.1914      37.1847
     193      31.6936      42.9571
     194      28.9064      38.7014
     195      32.2962      38.2681
     196      30.5784      36.5027
     197      32.4032      36.8696
     198      28.7264      40.6909
     199      32.1437      40.2131
     200      30.1710      39.7972
     201      34.6231      40.2669
     202      35.7700      38.4043
     203      34.7972      38.2214
     204      36.3084      39.8088
     205      37.4057      40.8052
     206      36.8656      38.4703
     207      35.0016      40.0039
     208      36.4388      42.4365
     209      33.4679      37.3563
     210      35.0203      33.8737
     211      33.9742      37.2772
     212      33.3131      37.6068
     213      38.6530      39.8615
     214      30.8966      37.3381
     215      30.8813      36.8173
     216      28.5132      37.8158
     217      32.2619      38.8095
     218      30.9507      38.2647
     219      33.1250      40.1557
     220      31.3009      41.7749
     221      30.5294      37.3422
     222      32.5819      39.5358
     223      32.0044      38.0041
     224      29.4533      34.3261
     225      29.5023      36.9747
     226      27.9085      34.6107
     227      28.3936      35.6937
     228      31.9391      36.0810
     229      32.6609      35.7623
     230      31.0753      40.0663
     231      30.9932      34.2703
     232      29.7453      36.1414
     233      32.1277      33.4573
     234      33.1241      34.1628
     235      32.2483      33.5475
     236      33.0875      33.6320
     237      34.8256      36.4977
     238      29.9785      32.6504
     239      33.6772      33.8770
     240      28.9788      32.1843
     241      29.7053      31.2356
     242      31.6911      31.3352
     243      29.4944      34.4644
     244      28.7073      32.4226
     245      32.2239      31.5340
     246      36.1623      32.7784
     247      31.3460      30.9118
     248      33.1158      34.6439
     249      35.7342      30.4982
     250      34.5742      27.4971
     251      37.2622      36.0381
     252      36.5056      34.7983
     253      35.4688      32.1453
     254      34.0424      34.9633
     255      33.0861      33.5569
     256      33.6626      33.2628
     257      32.9902      32.0518
     258      32.4702      33.0960
     259      33.6711      33.0014
     260      36.7970      34.1963
     261      32.2571      31.1191
     262      28.9964      33.8535
     263      30.1303      32.7374
     264      31.1883      30.5748
     265      36.5628      31.1621
     266      36.7778      31.5201
     267      34.7583      31.4986
     268      35.0504      33.1641
     269      31.7234      27.2719
     270      36.0383      33.6015
     271      31.7596      30.3710
     272      30.1482      29.5757
     273      32.3001      33.1438
     274      32.6207      30.2153
     275      30.6765      31.0755
     276      37.4325      34.6088
     277      36.5299      28.4191
     278      35.7487      30.8583
     279      31.6826      32.7073
     280      31.9553      33.3452
     281      30.3904      29.6814
     282      33.3694      34.3798
     283      34.0032      33.5063
     284      33.7553      29.8396
     285      33.7948      35.4868
     286      29.4890      31.9229
     287      31.9946      30.8692
     288      34.7369      32.9672
     289      35.6388      33.8019
     290      35.4676      32.5581
     291      36.7780      35.8292
     292      31.9664      36.1106
     293      31.7977      34.3962
     294      32.8111      35.1613
     295      32.7439      35.1703
     296      33.5439      36.5852
     297      31.5590      32.4899
     298      32.2978      36.7581
     299      35.4966      33.1787
     300      30.9498      32.3072
     301      34.6589      35.4360
     302      31.7604      33.1822
     303      28.7471      30.7905
     304      32.8556      32.5960
     305      33.6107      36.1654
     306      33.7112      36.3033
     307      35.1295      34.3441
     308      32.1075      34.8624
     309      33.4566      33.5332
     310      33.2260      34.0811
     311      87.9532      90.4753
     312      91.1462      88.3693
