#Frame     o_angle_m1   o_angle_m2
       1      27.2267      17.1698
       2      44.4655      37.0294
       3      41.8284      36.1654
       4      35.9574      32.3891
       5      35.7510      52.8149
       6      36.2227      56.5792
       7       9.5731       9.1716
       8      42.8252      36.5001
       9       9.4488      16.2995
      10       7.9732       6.8120
      11       3.3730       7.8047
      12       7.5029      10.5034
      13      19.4494      18.0999
      14       9.2833       7.9345
      15      41.9212      34.7408
      16       3.2197       2.2380
      17      15.1769      21.0665
      18      18.9508      16.3643
      19       4.4887      14.3340
      20      20.6013      16.7617
      21       4.4785       9.5355
      22       7.7879       8.9004
      23      51.5887      33.7094
      24       5.7201       5.2939
      25      42.8499      37.7771
      26      21.3739      16.7591
      27      36.3685      37.3658
      28      27.0712      16.3287
      29      39.3389      38.3123
      30      50.3156      40.6693
      31       5.0828       9.5644
      32      43.5392      37.4839
      33      43.9136      37.5862
      34      43.9922      36.2824
      35      23.4521      17.3062
      36      30.4350      17.3458
      37      17.9718      16.5401
      38      25.9722      16.1042
      39      22.5756      16.2283
      40      34.2887      31.7842
      41      36.9506      35.9341
      42      39.6454      34.2003
      43      42.1157      35.1024
      44      52.2473      36.5026
      45      18.3664      20.3711
      46      43.3746      38.5356
      47      43.1755      38.6808
      48      41.9454      36.0960
      49      29.0726      20.8983
      50       7.1065       9.2233
      51      39.2069      33.3271
      52       5.1779       9.0448
      53      34.6040      57.2371
      54      41.9535      37.0165
      55      50.8453      34.7215
      56      36.4769      33.4981
      57      37.6792      32.8823
      58       7.6770      10.9391
      59      52.1772      35.9560
      60      51.5016      35.7885
      61      41.7460      35.4090
      62      41.8502      38.5231
      63      36.6595      35.1808
      64      16.0125      22.2678
      65       5.1233      15.4236
      66      50.6527      32.7323
      67      48.7199      36.2018
      68       8.6480      18.0904
      69      35.6601      35.6795
      70      34.2150      31.4244
      71      48.4394      34.9797
      72      25.5457      18.4241
      73      40.7598      37.3594
      74      43.0460      37.9447
      75      43.8238      34.8671
      76      51.9884      38.3905
      77      22.8311      18.1778
      78      31.2358      19.3961
      79      38.0420      32.9941
      80      44.1694      38.0413
      81      39.1836      36.4663
      82      50.0891      39.2307
      83      10.0248      11.2859
      84      50.3465      35.5941
      85      45.8720      39.6422
      86      52.1596      36.4848
      87      18.6177      21.6348
      88      34.1230      55.0214
      89      20.9450      16.0072
      90       4.3427       9.2584
      91      43.0966      38.5613
      92       7.8312      12.4761
      93      21.3209      16.5539
      94      21.5754      20.1410
      95      11.7949      11.5743
      96      35.0116      34.7506
      97       7.1714       5.1205
      98      41.5115      38.2730
      99       4.2905       6.1351
     100      43.4145      38.2295
     101       5.4388       8.6920
     102      36.2834      33.9381
     103       8.1620       8.5348
