#Frame        chi1:32      chi2:32      chi3:32
       1     176.6313      49.2947      91.8775
       2     170.9874      53.7791      62.0877
       3    -162.3400      33.9710      74.9110
       4    -175.7715      56.3874      56.8137
       5    -162.3429      68.4911      63.0491
       6    -172.5538      65.3642      53.6891
       7    -161.1335      61.2396      65.0778
       8    -165.7285      54.2319      75.4164
       9    -154.4394      65.8971      60.2320
      10    -155.8429      46.0791      78.8161
      11    -179.4609      57.0412      45.6349
      12    -165.9623      50.0992      75.7231
      13    -170.9426      51.3315      81.8184
      14    -174.4323      45.6097      44.9775
      15    -174.5165      35.8109      70.8977
      16    -154.4262      48.4350      59.7655
      17    -162.3986      64.5540      54.0639
      18    -163.6857      60.7177      50.0611
      19    -168.5056      49.9725      65.3601
      20    -176.7974      56.9805      48.4157
      21    -167.8349      47.9982      68.7934
      22    -169.7268      57.6588      64.5526
      23    -174.4631      61.8962      74.5195
      24    -171.5383      50.4919      62.5058
      25    -160.9490      44.6220      70.1369
      26    -161.5443      39.1717      85.6252
      27    -160.9822      55.5682      77.9899
      28    -177.6620      66.7890      47.9965
      29    -155.5023      57.7201      43.7364
      30    -164.9427      49.1000      74.8909
      31    -167.5384      51.3151      58.3615
      32    -168.3349      53.4381      90.5511
      33    -174.7223      66.6130      75.9784
      34    -164.0414      46.7883     103.8279
      35    -155.5688      36.5159      88.8227
      36    -171.5952      42.9464      84.8406
      37    -171.3345      49.9165      77.0717
      38    -175.4966      55.3900      73.6651
      39    -171.0838      52.8807      86.6490
      40     178.3557      54.0899      83.0986
      41    -168.2522      57.6876      96.3963
      42    -174.4115      47.1164      85.7995
      43    -162.6104      46.5102      78.5065
      44    -174.3080      51.0648      62.2936
      45    -170.4772      64.8842      59.6506
      46    -177.1090      59.5601      70.8659
      47     178.5873      53.6999      78.8273
      48    -170.7246      55.5785      74.6875
      49     179.6362      49.7885      54.8148
      50    -171.3897      40.1235      85.3640
      51     178.0532      63.9200      65.2212
      52    -178.1656      49.4063      58.1727
      53    -176.5237      52.8536      62.0892
