#Frame     o_angle_m1   o_angle_m2
       1       9.2304      12.0381
       2       8.1554      12.5594
       3       6.8058      11.0608
       4       8.9272      11.7677
       5       7.9840      10.7031
       6       9.0281       9.5599
       7       7.9393      10.3157
       8       8.1080       9.4919
       9       8.2186      10.1466
      10       7.5948      10.4851
      11       6.1380      10.8226
      12       8.4983       9.9257
      13       5.3530       9.8687
      14       6.7251      11.3542
      15       6.9852       8.7332
      16       7.5980       9.1589
      17       7.5905       7.9599
      18       6.6240       8.2146
      19       7.1538       8.7282
      20       7.7672       8.7165
      21       5.5932       9.0508
      22       5.9436       9.2685
      23       5.4107      10.4961
      24       5.0274       8.0363
      25       6.4738       7.7854
      26       4.4618       8.0127
      27       4.2970       9.3050
      28       5.1477       8.2592
      29       5.1306      10.3523
      30       4.3039      11.6242
      31       4.4709      11.9563
      32       4.0262       9.0818
      33       4.1069      11.0517
      34       4.1388       9.6211
      35       3.8743      10.7103
      36       4.6737      11.4081
      37       4.8309       9.8344
      38       4.9751       9.5388
      39       6.0714       9.0598
      40       5.6438       9.2609
      41       5.8977       9.1532
      42       6.3649       9.6425
      43       4.5313       9.4038
      44       4.6573       9.7486
      45       5.8690       8.6823
      46       3.8939      10.3366
      47       3.8204       9.9617
      48       3.6364       9.3575
      49       3.7720       8.3043
      50       5.0300       8.6836
      51       3.6469       8.8909
      52       5.0857       7.7514
      53       4.1796       8.8157
      54       3.3616       9.9677
      55       3.0808       9.2406
      56       3.7932       9.3841
      57       3.2254       9.3081
      58       5.5158       7.6986
      59       4.6817       8.6411
      60       4.8561       7.4219
      61       1.8789       8.7718
      62       3.7823       7.3565
      63       4.4282       8.7315
      64       4.3723       8.8949
      65       6.0086       7.4655
      66       5.6637       8.0507
      67       5.2525       8.9694
      68       6.4625       8.2941
      69       3.9641       9.2221
      70       4.3916       8.8195
      71       5.6169       7.5527
      72       6.5371       8.3337
      73       7.2519       6.3422
      74       8.8180       8.4175
      75       7.1170       7.8371
      76       7.9085       6.8156
      77       6.2074       6.4063
      78       6.7106       6.9803
      79       5.0669       7.9162
      80       4.5934       8.7375
      81       7.1296       7.9749
      82       7.4673       7.7078
      83       5.7636       8.3330
      84       6.3236       7.3967
      85       5.6372       8.4879
      86       6.2194       9.2414
      87       5.4536       6.8684
      88       4.1530       8.4731
      89       7.1870       6.3904
      90       5.9908       6.7742
      91       5.2353       9.0480
      92       4.2862       8.1964
      93       5.0673       8.4904
      94       4.7526      10.0969
      95       3.6059       8.3903
      96       5.2527       8.5659
      97       5.7450       9.2300
      98       6.1757       8.2073
      99       5.6108       7.4575
     100       5.2242       8.4131
     101       5.3441       8.4496
     102       6.6713       7.7201
     103       5.8406       8.1963
     104       7.7140       7.5870
     105       5.5435       8.3161
     106       5.2487       6.9561
     107       6.1932       6.2098
     108       7.5351       5.8608
     109       4.4943       8.2267
     110       6.6393       7.3028
     111       6.6960       6.3666
     112       6.8442       6.7432
     113       6.3695       6.6019
     114       5.6341       7.2333
     115       8.0481       6.2657
     116       6.4563       7.2556
     117       7.1414       7.0732
     118       6.5683       7.8357
     119       6.3613       8.1036
     120       6.1440       7.5744
     121       6.7277       8.0465
     122       5.3504       7.4833
     123       7.4545       8.4623
     124       5.8579       9.0522
     125       6.3945       7.7231
     126       4.1646      10.9428
     127       5.8761       9.2471
     128       6.7788       9.3126
     129       4.5323      10.9008
     130       5.9088      10.3741
     131       4.3223       8.1945
     132       5.9724       7.9531
     133       4.7407       7.2582
     134       5.6476       7.5135
     135       4.9243       7.4747
     136       3.7263       8.6965
     137       6.4746       6.7011
     138       5.0108       9.7980
     139       5.5140       9.1922
     140       4.5272       9.7435
     141       6.1599       8.9009
     142       6.1402       8.8448
     143       4.2855      10.7870
     144       5.1356      10.1357
     145       6.7831       7.1055
     146       6.5190       8.0778
     147       5.6543       8.9225
     148       6.7301       8.5469
     149       5.2436       8.7086
     150       5.8077       7.2678
     151       6.4996       8.8534
     152       6.0192       7.9952
     153       5.2423       8.1382
     154       6.2976       8.2305
     155       4.8325       9.3281
     156       5.3162       8.0222
     157       3.5584       9.0232
     158       4.8297       7.7071
     159       5.0266       8.3681
     160       4.6766       8.1059
     161       5.0159       6.8844
     162       2.5870       8.0078
     163       3.3477       7.1017
     164       4.9762       6.7460
     165       5.1646       8.8097
     166       6.5028       6.4097
     167       4.2702       8.5055
     168       5.3718       8.2171
     169       4.3807       8.8728
     170       5.5415       8.1027
     171       6.1858       8.1285
     172       5.1964      10.7901
     173       6.2259       7.5060
     174       7.0942       8.8004
     175       7.6625       8.5718
     176       8.7459       9.4479
     177       8.4107       7.0652
     178       8.1860       8.1756
     179       8.3949       7.3397
     180       7.2280      10.2795
     181       7.2082       9.5420
     182       6.6157      10.2020
     183       5.4856       9.9590
     184       6.7246       8.7090
     185       6.0778       8.6744
     186       6.4826       9.2327
     187       6.4316       9.4192
     188       6.2768       8.1216
     189       6.8426       9.3189
     190       8.1439       7.6269
     191       7.5750       7.8556
     192       6.9018       8.1008
     193       7.0181       7.7782
     194       6.1800       7.4806
     195       6.2434       7.5766
     196       5.8971       6.8719
     197       6.3102       8.6400
     198       6.8083       9.8076
     199       7.2661       7.9242
     200       6.9382       9.0031
     201       7.3655       7.8939
     202       7.7092       8.5316
     203       6.5541       7.2568
     204       6.7898       7.3939
     205       6.7552       7.6766
     206       6.7013       8.1011
     207       8.2887       6.5797
     208       7.1203       7.7325
     209       9.7741       6.7531
     210       7.9185       7.9488
     211       7.5835       8.2135
     212       8.2908       8.4476
     213       8.5472       8.7354
     214       7.6586       8.5024
     215       6.3946       9.5531
     216       7.4411       7.1085
     217       9.4146       6.9159
     218       7.3563       8.0264
     219       9.3561       7.6981
     220       8.9979       5.9696
     221       9.4258       7.4768
     222       9.1897       8.2836
     223       9.1412       6.5780
     224      10.8838       7.3518
     225       9.2587       7.8024
     226       9.0188       8.4752
     227       9.5731       8.5947
     228       8.4615       8.5092
     229       9.5931       8.5251
     230       9.2652       8.3176
     231      10.3804       9.2631
     232       8.1588       9.0219
     233       9.2299       8.6922
     234       7.6821       9.8802
     235       8.7357       8.5634
     236      10.5301       8.8258
     237       9.6574       9.3077
     238       9.7377       8.5981
     239       8.1165       7.9344
     240       9.6227       8.0760
     241       9.5120       8.6636
     242       8.4990       6.7423
     243       8.1386       9.6397
     244      10.0860       8.9716
     245       8.9878       8.2212
     246       8.5519       8.3638
     247       9.4909       7.9051
     248       9.2940       9.8479
     249       8.6484       7.9873
     250       7.2953       8.7816
     251       7.5567       8.1984
     252       9.5973       9.3851
     253       8.6294       7.9895
     254       8.2487       8.1650
     255       8.1320       7.7340
     256       7.2815       9.0788
     257       7.5719       8.1739
     258       9.5006       7.8628
     259       8.0348       9.2011
     260       7.6730       9.4351
     261       7.4771       9.0363
     262       5.6030       8.2171
     263       7.3968       8.7019
     264       7.1068       9.2335
     265       7.7670       8.4690
     266       7.5551       7.8277
     267       5.8351      10.4762
     268       7.9757      10.4740
     269       9.5824       8.0817
     270       9.2865       8.7591
     271       8.6171       8.8234
     272       9.2270       7.3773
     273       7.6912       9.0830
     274      10.5850       9.5030
     275       8.4881       7.6785
     276      11.0214       7.2719
     277      10.6948      10.0098
     278       9.3332       8.8398
     279       8.8442       9.8297
     280       8.9032       8.0043
     281       8.4919       7.9751
     282       7.2749       8.9001
     283       9.7908       8.0019
     284       9.4073       8.3081
     285       9.7767       7.3573
     286      10.6073       6.6372
     287       9.6131       8.3207
     288      10.4022       7.6922
     289      10.0916       8.6800
     290       7.2675       8.4005
     291       6.5811      10.6336
     292       9.6125       7.2451
     293       8.3937       8.0741
     294       8.9996       7.4917
     295       8.7819       9.1238
     296       7.8211       9.2501
     297       7.2255       7.1065
     298       6.4300       7.6370
     299       8.0353       6.6083
     300       6.7690       6.3293
