#Frame       chi1:120     chi2:120     chi3:120
       1     175.6203      65.2257      93.5601
       2    -173.4945      35.0167      73.0963
       3    -178.6481      55.3176      76.1691
       4    -159.5046      42.7735      69.1544
       5    -168.9400      64.5163      73.9404
       6     176.6111      45.4744      50.1478
       7    -168.6552      29.0540      71.9808
       8     169.7706      57.7233      77.6118
       9     172.1957      36.0770      50.3832
      10     174.0105      44.0437      73.7858
      11    -179.4656      51.2305      67.7013
      12     175.6748      54.0983      60.8063
      13     162.9609      54.2311      30.6395
      14     175.5689      48.2740      67.0965
      15    -176.3565      30.1991      62.7728
      16    -172.5215      35.3714      63.3204
      17    -161.7158      59.9520      45.5547
      18    -176.6325      43.7400      77.1100
      19     170.6218      46.4412      54.3851
      20     169.8947      55.6950      74.0860
      21    -175.9952      46.9086      70.2972
      22     176.1695      57.4061      70.1588
      23     175.9314      44.1051      65.8028
      24    -173.4099      34.8314      59.4098
      25    -173.6988      61.2366      51.1080
      26     177.8404      58.3306      77.8000
      27    -171.2614      46.4830      87.3646
      28     -68.9471     -72.0440     158.7086
      29    -175.5868      59.3232      76.1981
      30     -90.5433     -71.6331     163.7382
      31    -167.6194      52.3777      73.9471
      32    -169.5977      58.4865      70.6580
      33    -168.6345      71.1365      68.6271
      34    -171.9765      54.2345      82.6401
      35    -178.3032      73.3555      55.1408
      36    -178.8518      36.0199      76.2978
      37     -93.8281     -43.8554     146.6916
      38     -54.7913     -54.0563     158.2651
      39    -172.4202      38.3828      82.6205
      40    -178.0870      72.0038      97.0764
      41    -161.3160      35.7278      72.3484
      42    -160.1421      37.3734      79.5777
      43    -170.9238      46.2780      68.9138
      44     178.6292      56.1927      74.1988
      45    -167.0762      61.2779      64.1869
      46    -171.6739      48.8365      69.5769
      47     -89.6579     -78.1167      -6.9235
      48    -168.6748      53.4564      89.1270
      49    -178.5061      53.3292      71.5478
      50     178.2893      63.7267      78.5630
      51    -167.9461      46.5658      78.2665
      52    -175.8097      47.4018      64.3462
      53    -164.2420      46.5412      85.1712
