#Frame     o_angle_m1   o_angle_m2
       1       4.5682       4.7934
       2       9.4571       5.0611
       3       5.7002       8.9772
       4       7.9118       9.0917
       5       4.8338       6.5505
       6       6.7048       9.6535
       7       7.4453      10.8889
       8       7.0872      11.3986
       9       9.0630      11.4015
      10       7.9477      11.8837
      11       5.7546      11.9499
      12       6.4318       9.3068
      13       5.9859       9.2279
      14       6.2128       7.7729
      15       7.5718       9.7510
      16       6.1766       8.8437
      17       8.8699       9.4114
      18       8.1568       8.9112
      19       9.3107      11.3691
      20       9.3394       9.8471
      21       6.8370       6.6960
      22       6.8212       6.5386
      23       6.8181      10.9161
      24       1.3524       6.7761
      25       5.6148       5.7894
      26       3.8610       6.5686
      27       6.0984       4.5716
      28       4.1817       6.7317
      29       4.2238       9.5611
      30       0.4839       9.2259
      31       5.0779       7.5824
      32       6.1098       3.7024
      33       1.5980       5.7707
      34       3.1716       2.0762
      35       3.0853       2.8538
      36       3.5610       3.8922
      37       2.7124       4.4512
      38       1.7732       6.6439
      39       4.8229       4.8292
      40       5.0768       6.8771
      41       6.6667       3.5534
      42       4.8123       2.9908
      43       2.6769       2.0464
      44       4.4165       3.7601
      45       2.0049       4.0635
      46       6.6808       8.5547
      47       7.9480       2.7939
      48       8.1571       8.8928
      49       3.7461       8.3621
      50       3.4661       5.3181
      51       3.7833       3.0103
      52       2.2283       3.6860
      53       2.5552       3.3189
      54       2.3698       1.5236
      55       2.7404       5.7106
      56       6.8457       2.3733
      57       4.4999       1.9319
      58       6.4607       6.6672
      59       2.4319       1.8824
      60       2.0556       5.1072
      61       0.5903       2.2745
      62       1.9437       2.6485
      63       3.8472       3.6194
      64       4.5028       4.7122
      65       4.4585       0.4753
      66       4.6800       1.8188
      67       3.8168       2.5162
      68       6.7445       3.5658
      69       3.7475       5.7184
      70       5.3264       7.5534
      71       5.2222       6.3576
      72       2.9875       3.1870
      73       4.6010       3.6088
      74       3.4950       5.5549
      75       4.0516       1.1990
      76       6.5764       4.8115
      77       5.2453       2.7606
      78       1.7188       3.1361
      79       5.7463       1.2513
      80       8.8725       3.5339
      81       4.8984       6.6784
      82       2.9307       5.3638
      83       2.6364       5.1136
      84       3.3252       2.5786
      85       7.5048       5.3850
      86       2.7497       4.8984
      87       3.2687       6.0214
      88       4.3807       2.5134
      89       7.2633       4.3490
      90       3.1363       3.8723
      91       2.8006       0.2198
      92       3.8628       3.7464
      93       2.3292       3.0419
      94       5.5695       8.2057
      95       2.2992       2.1248
      96       3.6264       5.8069
      97       4.6120       4.6693
      98       5.0931       5.6696
      99       3.4826       3.1013
     100       1.1773       6.6289
     101       3.5170       3.3837
     102       2.1632       4.3376
     103       1.5229       5.8437
     104       3.8432       6.5083
     105       0.9727       3.0832
