#Frame     o_angle_m1   o_angle_m2
       1      28.5388      30.8770
       2      26.1573      34.8866
       3      28.9319      34.8667
       4      30.3447      34.6602
       5      30.0685      37.1639
       6      31.7928      33.2501
       7      33.3322      32.0702
       8      33.8970      34.1553
       9      29.8815      33.7318
      10      29.2586      34.1915
      11      27.5429      33.1024
      12      32.1857      35.3305
      13      33.8243      35.9135
      14      32.4385      37.2886
      15      37.2828      39.6106
      16      38.8207      38.4287
      17      35.7370      37.6294
      18      37.1072      41.9067
      19      32.8937      40.2044
      20      35.4961      37.6688
      21      37.0326      40.2330
      22      37.7780      43.4757
      23      36.4147      37.3843
      24      35.6735      40.5621
      25      37.5882      38.6416
      26      39.8341      38.6618
      27      35.8218      38.0764
      28      39.1895      40.9705
      29      36.1684      41.8070
      30      36.2389      39.7961
      31      37.1116      40.3770
      32      37.3769      39.7727
      33      36.9097      39.2019
      34      37.7964      40.4527
      35      38.0199      42.0582
      36      36.1284      39.3330
      37      36.9129      41.5517
      38      38.0445      42.5448
      39      35.7975      40.1441
      40      37.6230      40.7874
      41      38.3070      40.6227
      42      38.1043      41.7263
      43      35.1557      41.5213
      44      37.0345      40.2747
      45      36.2315      39.6224
      46      38.4974      40.2413
      47      37.8367      42.4494
      48      39.6540      37.8726
      49      39.4859      37.6479
      50      39.0955      37.8942
      51      42.6217      44.1304
      52      39.7943      40.4679
      53      38.5617      41.7852
      54      38.1806      42.1173
      55      40.0764      43.1027
      56      37.1314      40.6189
      57      40.6917      44.6902
      58      40.8084      43.5864
      59      42.0511      43.0703
      60      37.5729      41.5837
      61      37.4431      41.5739
      62      38.3382      41.4267
      63      37.9581      39.5982
      64      35.3421      39.7739
      65      37.0110      43.2585
      66      37.9305      43.3299
      67      36.2475      41.8184
      68      38.6473      42.1932
      69      37.5637      44.0814
      70      35.8016      41.1062
      71      38.6490      43.9050
      72      38.6466      43.6360
      73      39.4041      42.9552
      74      39.4300      41.4552
      75      39.6271      39.6717
      76      37.6897      42.2857
      77      37.9074      45.1033
      78      37.8058      43.0143
      79      38.2830      45.6407
      80      37.6282      45.2763
      81      38.1607      45.0913
      82      38.1397      42.3549
      83      38.2494      42.4249
      84      38.4177      41.8120
      85      39.0124      42.3826
      86      39.4208      43.2035
      87      40.1531      41.7291
      88      37.6943      42.8692
      89      40.0985      43.2596
      90      36.4760      40.0029
      91      36.6293      41.3745
      92      38.5396      40.7439
      93      39.3975      40.3207
      94      37.4620      42.6968
      95      37.6972      40.7211
      96      39.7038      41.0071
      97      39.5570      41.3519
      98      38.6587      40.1043
      99      39.7902      40.2792
     100      39.8405      40.7496
     101      37.8754      41.1487
     102      37.8530      40.0708
     103      40.9627      39.4484
     104      42.0032      41.8810
     105      37.6807      40.1994
     106      38.3246      42.2458
     107      39.2313      39.8281
     108      40.2186      42.6226
     109      40.6038      42.5298
     110      40.6554      41.6278
     111      41.8886      41.9718
     112      38.5369      40.4999
     113      40.4321      39.5623
