#Frame     o_angle_m1   o_angle_m2
       1      47.3119      46.7474
       2       4.6247      22.5673
       3       3.8284      24.5956
       4       8.0144      23.3859
       5      12.1392      25.0781
       6      13.1970      32.8995
       7      18.0987      34.3271
       8      18.0111      30.1401
       9      23.8605      36.3015
      10      26.5422      34.2993
      11      27.9653      32.4926
      12      29.6027      37.6459
      13      32.3570      38.7307
      14      36.7807      41.4667
      15      36.2712      40.7256
      16      38.3302      43.9085
      17      42.4939      38.8699
      18      47.5048      46.4130
      19      45.4114      42.2137
      20      30.0408      37.2927
      21       7.5421      23.4052
      22       5.8369      23.2283
      23       8.9698      23.6030
      24      10.3838      24.9641
      25      14.4736      32.2199
      26      16.6837      31.3580
      27      15.7036      29.7648
      28      20.0145      31.9558
      29      26.1571      30.8759
      30      25.8719      33.9659
      31      31.9431      39.6011
      32      31.0920      39.8140
      33      35.9923      40.9244
      34      38.8755      42.5603
      35      40.3185      45.4022
      36      43.6281      39.0163
      37      48.0056      46.1722
      38      41.7271      41.2593
      39      30.2855      33.4271
      40      46.1542      47.2190
      41       6.2105      24.5653
      42      11.6426      23.9724
      43      13.0719      25.6156
      44      14.2648      29.3328
      45      16.8131      33.3824
      46      18.8035      33.5768
      47      19.9650      32.9222
      48      23.2572      33.5078
      49      28.4894      37.5644
      50      33.3908      34.9081
      51      32.6182      41.8059
      52      35.6662      38.9166
      53      38.1759      45.2998
      54      39.3971      42.8668
      55      40.4521      40.2639
      56      42.4391      37.5671
      57      43.3329      43.2659
      58      31.5608      40.2592
      59      50.7826      48.1240
      60       5.7969      25.9410
      61       4.2644      26.6238
      62       8.7968      24.3912
      63      12.9916      27.5865
      64      13.2388      24.7037
      65      19.1403      32.5698
      66      19.3487      32.0350
      67      20.6413      33.2324
      68      28.7700      33.8923
      69      29.6840      38.4980
      70      31.2747      36.3781
      71      31.8098      37.7290
      72      34.9427      43.8555
      73      41.8606      36.1808
      74      43.9581      38.8570
      75      44.7216      45.7153
      76      46.1919      45.0002
      77      23.5926      34.1286
      78      45.9233      46.4909
      79       1.9924      22.5387
      80       5.9388      26.1996
      81      10.9188      24.8834
      82      11.9357      26.9501
      83      14.1128      28.1474
      84      14.9799      29.5333
      85      23.5001      31.3916
      86      21.8882      33.9280
      87      26.6250      34.6608
      88      28.0599      36.2234
      89      30.3948      36.9869
      90      33.3097      41.2468
      91      36.6018      41.8525
      92      39.1163      39.3709
      93      40.9919      34.7017
      94      40.3273      39.1140
      95      44.0442      41.8699
      96      42.9324      40.0536
      97      48.3287      46.4426
      98       3.0047      26.0817
      99       4.5196      23.8259
     100       4.9962      23.8091
     101      12.9382      26.6080
     102      12.9754      27.0656
     103      17.1404      34.5385
     104      19.8852      34.3744
     105      25.5971      35.6271
     106      23.8029      31.8703
     107      30.2087      37.5185
     108      31.2230      36.4670
     109      34.0525      42.0340
     110      37.7518      41.3617
     111      38.3342      43.2552
     112      40.2783      41.9196
     113      42.1973      38.4847
     114      44.7347      41.7006
     115      45.0228      39.9059
     116      28.3925      38.7803
     117       2.9157      23.5532
     118       3.0072      23.8892
     119       5.2937      20.9041
     120       9.6658      23.2944
     121      10.6600      24.8922
     122      17.3219      33.6157
     123      16.0026      30.0445
     124      19.9247      31.4831
     125      23.7907      32.8399
     126      26.7343      36.9865
     127      29.7313      38.1688
     128      29.4754      38.0845
     129      37.2148      43.5155
     130      34.2923      39.7528
     131      39.1438      37.1036
     132      39.1899      39.5884
     133      48.0642      47.1108
     134      45.3107      36.9603
     135      26.5363      30.8975
     136      46.0406      48.3544
     137       4.7660      24.9058
     138       6.2965      22.5351
     139       5.6244      26.1016
     140      10.1407      27.2571
     141      14.1420      29.7499
     142      18.2993      33.1875
     143      19.7991      31.0062
     144      20.4521      30.2403
     145      24.4528      36.2349
     146      30.5357      37.4881
     147      29.1735      38.5154
     148      34.6162      38.9814
     149      38.8722      41.8866
     150      38.4262      44.5148
     151      42.6535      35.7816
     152      44.4946      38.0514
     153      47.0286      37.6784
     154      28.0620      36.4789
     155      46.9204      41.1183
     156       2.1255      23.9458
     157       6.0477      23.6700
     158       6.6160      26.0698
     159       9.8161      22.7035
     160      11.0848      23.5017
     161      15.6006      32.3344
     162      19.8577      34.2451
     163      19.2637      33.9057
     164      26.1356      36.4338
     165      28.8924      34.8283
     166      27.8322      33.2811
     167      32.7830      40.0046
     168      34.2837      42.0482
     169      40.5574      38.5156
     170      41.8708      41.2350
     171      40.6975      35.0417
     172      45.1604      33.6220
     173      24.8787      36.9890
     174      46.1493      36.7547
     175       2.0920      24.8663
     176       0.4821      24.8510
     177       6.9971      23.1681
     178      11.1353      24.2034
     179      12.9882      27.1043
     180      13.7061      24.3706
     181      17.9041      32.1097
     182      20.3728      34.2350
     183      23.6683      32.6097
     184      23.9275      33.1204
     185      29.0847      36.8984
     186      32.3684      36.9867
     187      31.6588      38.1347
     188      34.5906      43.0843
     189      44.8482      40.7574
     190      42.6370      41.2401
     191      44.0427      35.8534
     192      35.0211      41.6825
     193      46.1075      37.4099
     194       1.1688      26.6230
     195       3.2883      19.4764
     196       4.7038      23.7162
     197      11.0207      26.7540
     198      13.1416      26.6560
     199      13.3565      28.2642
     200      16.0429      33.2093
     201      22.1800      33.0546
     202      21.4315      34.1647
     203      27.3348      37.8948
     204      30.9992      34.4792
     205      35.0855      37.3761
     206      34.0412      40.6666
     207      36.5315      41.2475
     208      37.7892      41.4114
     209      40.7781      39.1249
     210      44.5605      38.7675
     211      39.9921      44.0247
     212      28.2288      36.1536
     213       2.7887      31.2220
     214       3.7525      23.3790
     215       4.9459      24.6258
     216       7.9652      23.4508
     217       9.1239      19.8834
     218      14.9961      31.0933
     219      18.9128      32.0799
     220      20.1450      33.6844
     221      25.7022      32.3339
     222      28.9426      35.0926
     223      29.3195      37.8793
     224      33.2822      37.5876
     225      34.6010      40.6521
     226      38.4821      45.0198
     227      43.5006      41.1952
     228      41.7966      40.4197
     229      47.9835      37.8070
     230      42.0521      44.4922
     231      26.2433      36.6605
     232      51.1129      36.4757
     233       1.0476      27.4203
     234       5.2880      22.5687
     235       6.9454      24.3176
     236      11.3713      25.3711
     237      15.6109      29.9745
     238      15.0371      30.3186
     239      17.8153      31.7185
     240      20.8528      32.5152
     241      29.3701      36.1227
     242      27.7575      30.9809
     243      33.2091      39.6955
     244      37.5720      38.8469
     245      41.6117      45.4505
     246      42.6544      39.8942
     247      44.2044      40.0406
     248      47.4306      34.4325
     249      40.1569      43.2343
     250      28.5717      39.7266
     251      49.4271      37.8450
     252       1.8838      24.5384
     253       5.6343      22.8617
     254       9.3945      23.6888
     255      10.5112      25.3278
     256      16.2448      33.1791
     257      16.9924      31.9314
     258      19.4242      31.5115
     259      24.1405      34.2936
     260      25.9772      35.3328
     261      31.1990      39.6611
     262      34.3020      37.2434
     263      35.1874      40.9454
     264      37.3697      42.5959
     265      39.9440      39.9387
     266      43.6208      39.7178
     267      48.0692      35.4489
     268      47.8075      39.2411
     269      27.2427      34.0577
     270      50.1233      35.8795
     271       0.8651      26.8701
