#Frame       chi1:129     chi2:129
       1     -68.2740      93.2465
       2     -54.3177      76.0449
       3     -87.3594      91.3873
       4     -79.7808      97.3299
       5     -58.8224      91.5031
       6     -59.2256      78.8356
       7     -71.3411     106.9706
       8     -84.8806     102.2876
       9     -85.1800     100.2052
      10     -72.4181      97.4374
      11     -61.9237      83.7082
      12     -69.9103      99.5766
      13     -71.6308     101.8171
      14     -62.5303      97.0757
      15     -80.0406     109.5624
      16     -85.7463     112.8532
      17     -69.3749      69.0479
      18     -67.7136      91.4467
      19     -84.5994      97.3565
      20     -73.0028     106.9610
      21     -79.0960     101.2541
      22     -56.6938      76.2611
      23     -71.5711     113.7519
      24     -68.2333      87.0816
      25     -74.3349     111.0399
      26     -79.2250     103.5233
      27     -85.0998      94.9281
      28     -89.8647     109.0908
      29     -68.0496      94.3126
      30     -79.2967      98.4842
      31     -79.4342      78.4556
      32     -65.1636     101.4334
      33     -63.3912      83.2175
      34     -75.2346      86.9579
      35     -55.3938      91.6613
      36     -93.2267     104.3948
      37     -72.2866      86.1975
      38     -78.5095      98.6552
      39     -74.4915      91.7151
      40     -83.6651     109.4876
      41     -92.5457     110.9836
      42     -79.6954     106.2180
      43     -67.4468      98.5052
      44     -68.3035     107.0272
      45     -62.1899     107.0966
      46     -54.0626      88.8273
      47     -68.9503      95.3621
      48     -62.0366      67.4185
      49     -76.6212     112.7853
      50     -75.5012     109.1560
      51     -88.5837     110.2169
      52     -81.4341      89.0635
      53     -71.8785     108.6862
      54     -79.1340      99.0583
      55     -69.7702     106.5373
      56     -80.0399     108.9228
      57     -74.0775     101.7760
      58     -70.6025      97.8713
      59     -67.6414     111.3472
      60     -70.1228      98.5717
      61     -77.5416     102.8640
      62     -82.5522     112.9857
      63     -83.5386     103.1109
      64     -81.2335     101.1240
      65     -72.5738     116.4777
      66     -84.8182     100.9999
      67     -72.1461     109.6810
      68     -76.0948     103.0866
      69     -67.2689      94.6778
      70     -75.8303     109.5723
      71     -83.3895      95.9866
      72     -77.5147     104.6420
      73     -66.6456      90.3278
      74     -78.7083      96.8238
      75     -83.9465      95.7966
      76     -84.0726      98.9615
      77     -78.4989     101.0779
      78     -77.4461      93.0034
      79     -76.7489     106.9835
      80     -79.0737      84.7193
      81     -66.4107      84.2945
      82     -74.8511     107.9965
      83     -81.3069      94.4274
      84     -70.6376     109.6531
      85     -72.0619      94.0898
      86     -81.6434     108.3721
      87     -78.0610     122.2470
      88     -73.4773      88.4516
      89     -70.5464     112.1462
      90     -71.6568      95.8156
      91     -84.2813      98.5692
      92     -80.1777      94.9708
      93     -79.6891     105.2506
      94     -70.3809      97.2610
      95     -78.2530      93.3712
      96     -81.0622     113.1653
      97     -85.2794     100.5755
      98     -81.3360     105.2108
      99     -71.8671      98.0158
     100     -80.9249     102.1937
     101     -71.1183     105.2782
     102     -84.3220     106.2162
     103     -74.6452     104.5753
     104     -58.8520     111.8557
     105     -79.6605      90.8594
     106     -75.0547     107.8070
     107     -75.1607     109.9717
     108     -85.6159     108.8241
     109     -72.3426      89.9236
     110     -83.5656     106.9120
     111     -75.0733     112.4741
     112     -64.4028      89.5106
     113     -74.4745     102.9081
     114     -65.3520      84.8144
     115     -83.4194     115.7726
     116     -82.9984     112.6965
     117     -71.0740     100.1754
     118     -71.1761      81.9600
     119     -63.4994      91.3289
     120     -75.4781     105.7810
     121     -64.5204     106.5005
     122     -65.6605     110.5556
     123     -71.1607     120.3865
     124     -76.6732     103.5446
     125     -72.6276     100.5300
     126     -83.3233     117.2338
     127     -58.3074      78.0076
     128     -72.6472      81.9452
     129     -77.3187     107.4241
     130     -65.7860     114.8788
     131     -79.7253     104.0872
     132     -70.5177      86.5525
     133     -67.4093     115.8245
     134     -68.0768     104.8443
     135     -61.0632      75.1180
     136     -65.1672      90.6165
     137     -72.6263     108.7017
     138     -72.4135      88.7053
     139     -68.8099      92.9138
     140     -66.9909      99.4323
     141     -73.9437     100.7688
     142     -67.3173      96.9805
     143     -67.3926      86.4192
     144     -75.6439      92.9857
     145     -62.7974      85.5937
     146     -67.9578      98.8781
     147     -55.0947      79.6866
     148     -69.1501      90.6470
     149     -67.7262      98.9735
     150     -63.9639      93.0135
     151     -63.4644      96.1351
     152     -83.6760      90.4242
     153     -64.2904      89.1155
     154     -86.6642      91.3514
     155     -72.2025      89.5218
     156     -77.5674      86.1473
     157     -64.9152      96.9100
     158     -79.4383     100.6612
     159     -77.6344      93.9861
     160     -80.5410      82.2446
     161     -75.2097      81.6103
     162     -65.8898      96.3175
     163     -72.5952      83.1551
     164     -74.2067      66.5136
     165     -86.6866     102.3711
     166     -91.9285      87.1699
     167     -80.9009      92.5984
     168     -82.7717      85.3537
     169     -92.3323      93.2959
     170    -102.2568      99.4511
     171     -73.7679      85.0609
     172     -77.2488      92.9308
     173     -75.2183      95.4123
     174     -82.5728      84.8313
     175     -79.7577      90.8982
     176     -92.4628      85.0215
     177     -76.9867      95.7889
     178     -88.1136      97.0129
     179     -81.1058     109.3649
     180     -69.3260      83.8874
     181     -77.8217      86.4580
     182     -89.5348      89.7120
     183     -70.3151      84.9476
     184     -83.1678      95.2864
     185     -76.3983      98.9132
     186     -71.1485     113.3931
     187     -68.8364     103.7718
     188     -76.8910     117.1471
     189     -73.1202     104.1342
     190     -79.9639     114.4672
     191     -69.2442      96.0508
     192     -75.0774      93.4483
     193     -81.1832     102.0495
     194     -71.3922      85.7820
     195     -86.0698      92.8687
     196     -87.5542      81.8237
     197     -83.4154     102.0306
     198     -77.0500      88.6723
     199     -94.1768      92.8264
     200     -93.7342      94.1845
     201     -76.4933      75.1482
     202     -83.5187      84.5220
     203     -92.5409      98.8389
     204     -89.3991      91.7794
     205     -76.6907     105.1643
     206     -76.9780      97.5901
     207     -70.9269     106.8559
     208     -80.1851      93.4235
     209     -82.6415      96.7029
     210     -86.3139      82.4050
     211     -74.9407      89.4949
     212     -80.1868      91.2240
     213     -84.7703     111.3479
     214     -91.7869     109.4866
     215     -77.5978     109.4906
     216     -73.8811      89.9520
     217     -71.8548      76.5041
     218     -76.4649      83.9434
     219     -76.2068      81.5446
     220     -67.3636      82.8161
     221     -99.6814      97.3817
     222     -84.7521      97.6368
     223     -78.0053     102.9946
     224     -86.0447     101.4311
     225     -82.6199      94.6964
     226     -69.6695      84.7923
     227     -97.0840      89.2009
     228     -78.2285      78.9550
     229     -98.6692      86.1797
     230     -72.9576      83.6996
     231     -70.1328      84.4364
     232     -86.2677      82.4195
     233     -95.1031      92.6136
     234     -85.1297      96.8826
     235     -77.8743      89.5484
     236     -89.1357      75.6401
     237     -71.7027      71.4986
     238     -71.0189      86.0647
     239     -70.7374      90.8959
     240     -89.3598      95.7843
     241     -75.6658      83.9702
     242     -70.9829      78.7095
     243    -102.6929      90.5834
     244     -88.6151      98.0681
     245     -82.5871      86.7024
     246     -78.9404      92.0652
     247     -88.3428      80.6534
     248     -85.9469      71.8878
     249     -90.0060      92.9872
     250     -74.8777      84.9791
     251     -87.9901      75.5301
     252     -75.4965      96.7212
     253     -78.5696      92.8622
     254     -79.2493      93.3772
     255     -76.8339      89.0623
     256     -72.8885      90.2992
     257     -86.1116      86.4386
     258     -75.6888      91.3149
     259     -78.6222     104.6028
     260     -67.5536      95.3563
     261     -68.6072     100.1682
     262     -80.9953     101.4649
     263     -63.6255      87.6502
