#Frame     o_angle_m1   o_angle_m2
       1       2.3671       9.2501
       2       5.7411       9.1632
       3       5.8626       7.2459
       4      10.3218      11.4190
       5       4.5851       7.9965
       6       6.4883       6.7572
       7       3.6359       4.9846
       8       5.6642       6.3601
       9       7.8518       9.3325
      10       8.9049      11.4966
      11       5.1618       7.4586
      12       8.7686       9.6565
      13       7.3030      10.0348
      14       6.3053       9.2057
      15       5.8040       6.7733
      16       7.2652       5.7663
      17       4.6691       4.8974
      18       5.1046       6.6935
      19       7.2868      13.4511
      20       3.0783       7.0117
      21       8.7418       9.9868
      22       4.1758       9.8750
      23      10.2444      12.4812
      24       6.1960       4.6462
      25       5.8952       6.5244
      26       2.8483       9.6492
      27       5.6049       7.8064
      28       2.8359       6.5346
      29       5.8523      14.4131
      30       6.2543      11.5014
      31       2.1766       7.3786
      32       8.3073      13.8382
      33       7.5412      11.5750
      34       2.8553       7.3200
      35       4.8727       8.4256
      36       4.4654       8.1796
      37       4.1994       3.8943
      38       3.1758       6.5161
      39       6.0236       7.3704
      40       4.1757       4.6167
      41       6.5761       6.4704
      42       7.3888       5.1085
      43       8.6980      10.0742
      44       6.7724      12.1007
      45       4.7547       7.4544
      46       6.8849       9.6800
      47       4.1435      10.0910
      48       6.5085      12.8553
      49       6.2039       7.7471
      50       2.8725       5.5270
      51       6.5681       8.2465
      52       5.0664       8.4180
      53       4.0956       8.6383
      54       9.6710       9.6296
      55      10.1946      11.7779
      56       7.4066      12.1212
      57       9.1982       6.9604
      58       6.2320       7.4390
      59       8.1467      10.1484
      60       8.4291       5.9633
      61       5.5704       9.4575
      62       7.6894       9.9728
      63       4.0851       6.8474
      64       6.8075       9.5860
      65       8.5258       7.6451
      66       4.3086       7.3544
      67       1.4845       3.5304
      68       4.0946       1.1196
      69       6.5643       5.0348
      70       1.0195       4.1866
      71       2.8873       0.4874
      72       1.6162       5.2847
      73       2.4015       6.2991
      74       2.5044       3.1731
      75       2.5395       4.1634
      76       1.8968       4.3337
      77       0.6515       7.0493
      78       4.0018       4.4479
      79       4.4349       5.5150
      80       5.3735       4.5774
      81       1.8406       4.4884
      82       3.1050       3.0424
      83       6.4078       9.2298
      84       3.1042       7.8699
      85       5.2439       8.1294
      86       3.4428       5.7755
      87       6.2897       3.9654
      88       5.4032       5.1442
      89       5.3260       5.9412
      90       5.6944       0.7970
      91       6.6005       1.8257
      92       8.9069       1.1490
      93       6.6206       3.5909
      94       4.1827       3.5805
      95       2.0512       5.9060
      96       5.6252       5.8292
      97       2.2630       5.3207
      98       3.1418       4.3418
      99       4.5738       6.4036
     100       4.3980       5.5494
     101       2.6103       6.1062
     102       3.9226       7.5959
     103       0.7872       5.8761
     104       2.4376       4.6115
     105       4.5611       8.5987
     106       5.4488       6.2665
     107       0.5698       2.4624
     108       5.1393       4.0554
     109       1.2603       7.0481
     110       3.6159       8.5296
     111       3.4790       5.1894
     112       0.6967       6.1213
     113       0.8503       9.9622
     114       6.2652      10.7386
     115       4.2931       3.0026
     116       4.6226       5.5284
     117       4.6462       7.2283
     118       5.4554       8.6082
     119       4.9525      11.2963
     120       4.5330       9.0094
     121       2.5495       7.3671
     122       2.2114       7.3619
     123       3.5029       9.8723
     124       6.7496       9.9052
     125       6.3833       8.1544
     126       3.5297       2.7187
     127       6.6955      10.5787
     128       4.8555      10.5464
     129       3.5983       7.7657
     130       4.1079       6.2367
     131       6.6286       8.1900
     132       4.0318       2.7213
     133       5.7353       9.3550
     134       4.1448       6.0407
     135       7.5209       5.5261
     136       3.9322       5.8748
     137       2.9239       5.5333
     138       7.1573       5.8920
     139       3.4399       6.7122
     140       5.5022       5.6855
     141       3.6378       5.6366
     142       4.6665       3.9474
     143       5.1380       8.5986
     144       4.2471       5.5637
     145       3.3245       7.4964
     146       3.2822       8.6911
     147       4.5690       8.4358
     148       1.5006      10.3994
     149       6.8923       5.8806
     150       9.8928       5.9408
     151       1.8660       8.4504
     152       5.2639       7.7313
     153       4.3115       5.7386
     154       3.3396       5.6751
     155       2.3999       5.2355
     156       5.1189       2.6249
     157       4.0648       4.3681
     158       4.0483       7.7796
     159       6.6474       5.7396
     160       4.0399       2.3840
     161       1.0221       5.1954
     162       4.8456       2.8834
     163       2.6357       4.8223
     164       6.7846       1.0087
     165       5.3461       5.0095
     166       5.6065       1.0622
     167      10.3026       5.6646
     168       8.8512       7.8645
     169       3.0598       2.3493
     170       6.6407       4.4963
     171       5.5676       2.8758
     172       4.1205       4.7180
     173       3.4425       6.4651
     174       6.3089       5.3387
     175       4.3927       2.7369
     176       4.2371       3.5224
     177       2.7307       4.0068
     178       2.6974       0.4815
     179       6.8690       1.2586
     180       7.1481       5.7079
     181       8.2970       4.3706
     182       1.8088       3.8701
     183       6.2810       5.4135
     184       7.4776       6.1851
     185       3.5219       7.2162
     186       2.8545       7.3074
     187       5.1561       5.8768
     188       4.6565       9.1278
     189       4.9985       5.5848
     190       3.9516       5.9642
     191       2.2405       5.1429
     192       4.6386       2.7103
     193       4.7057       0.4739
     194       3.6088       5.7621
     195       6.2989       3.8905
     196       2.8555       2.5802
     197       1.0588       3.0456
     198       4.7737       3.9346
     199       4.4941       6.4550
     200       4.6729       5.4155
     201       2.0905       2.5752
     202       5.9733       3.3832
     203       4.5453       5.4558
     204       6.6790       0.7596
     205       4.2721       5.2980
     206       4.3299       3.9431
     207       4.1037       5.4505
     208       7.6276       2.8115
     209       5.2090       7.2515
     210       6.7724       2.0065
     211       2.7888       4.5278
     212       4.7207       4.3550
     213       1.6938       3.5680
     214       5.1127       2.9055
     215      12.1903       2.5946
     216       5.7889       5.2278
     217       9.6043       4.7069
     218       3.2470       5.0868
     219       3.2277       5.4074
     220       6.4853       2.1821
     221       4.5525       1.2817
     222       4.7239       5.7437
     223       3.1246       3.7890
     224       2.5980       1.9976
     225       9.1908       0.6916
     226       4.9379       2.3175
     227       5.0253       2.1113
     228       4.8209       5.3801
     229       6.7536       7.1703
     230       4.0719       3.9601
     231       6.2214       6.6508
     232       4.7154       2.9275
     233       4.3591       5.9829
     234       5.6294       3.7268
     235       3.4596       3.5539
     236       5.7236       1.5078
     237       3.8537       4.6085
     238       5.3454       6.2693
     239       5.0108       5.6346
     240       5.7965       2.5663
     241       7.1398       3.8383
     242       2.9225       3.3145
     243       2.8857       1.2718
     244       7.4293       5.3793
     245       3.5320       1.4260
     246       3.9965       0.4182
     247       2.5097       7.8960
     248       6.3078       1.7585
     249       5.5663       4.3566
     250       6.5325       6.7853
     251       6.4046       3.1811
     252       3.3991       4.2781
     253       4.2629       3.6639
     254       6.8162       2.1707
     255       5.3728       1.8913
     256       6.1216       4.9182
     257       5.5846       7.2871
     258       5.0899       1.1246
     259       2.4852       3.2281
     260       2.7989       3.8139
     261       2.6734       3.7301
     262       2.8088       6.9557
     263       1.7108       1.3222
     264       5.9605       2.1365
     265       4.4282       3.3755
     266       7.3579       4.8156
     267       3.6785       1.6798
     268       5.0635       1.0850
     269       4.6458       1.4732
     270       3.6315       1.3112
     271       5.0414       2.4114
     272       5.7501       4.3447
     273       2.7751       4.4651
     274       4.0431       7.1600
     275       2.7837       3.5087
     276       2.3359       6.5474
     277       4.4394       3.4735
     278       3.6107       5.5076
     279       3.7427       4.5872
     280       5.7406       0.5517
     281       3.4903       3.9841
     282       5.5396       3.1567
     283       5.6923       5.3948
     284       2.9634       3.4710
     285       5.5877       2.9408
     286       7.8564       2.4153
     287       4.1779       5.2075
     288      10.0173       3.1022
     289       6.9919       1.6750
     290       5.7811       7.0109
     291       5.1203       8.2305
     292       2.7711       0.2716
     293       8.6053       3.2133
     294       4.4003       4.1566
     295       7.0443       4.2155
     296       4.0395       5.2908
     297       2.3787       6.6485
     298       3.7607       4.4932
     299       1.7860       4.9083
     300       2.7017       5.7422
     301       2.7145       1.4788
     302       2.5318       6.2589
     303       5.3422       7.4699
     304       3.8191       7.7212
     305       5.0330       8.3606
     306       5.2361       5.1242
     307       4.6891       4.9006
     308       0.5456       4.8369
     309       7.1099      11.5228
     310       3.2568       7.5078
     311       5.9859       6.9488
     312       1.4373       3.4387
     313       4.0429       6.4916
     314       2.7853       8.8848
     315       5.1681       0.6457
     316       3.7911       5.3200
     317       5.5605       1.9867
     318       4.5485       2.8272
     319       3.3722       3.0937
     320       5.5555       4.9932
     321       6.0492       6.3076
     322       0.9036       5.4482
     323       3.2364       5.6066
     324       4.1838       6.1212
     325       3.3247       4.3321
     326       7.1429       6.5349
     327       5.9256       5.9910
     328       2.6147       5.1828
     329       1.8987       7.7439
     330       5.9828       4.6921
     331       6.9695       4.4766
     332       5.3021       6.3093
     333       5.3237       1.2318
     334       2.7405       6.1707
     335       0.6574       4.9875
     336       4.1565       6.7073
     337       5.1624       4.5572
     338       2.2154       4.5127
     339       4.5455       5.4420
     340       4.4568       3.4028
     341       3.8985       4.5159
     342       1.3284       5.2931
     343       3.3537       4.8200
     344       3.8726       5.5397
     345       3.0518       4.4752
     346       1.2588       4.2575
     347       4.9158       3.0623
     348       0.7255       3.5662
     349       2.3745       2.3859
     350       2.4272       4.0889
     351       3.2206       0.9802
     352       4.7825       5.9305
     353       0.9794       4.8130
     354       3.3473       4.5132
     355       1.2770       6.3551
     356       5.2253       6.6184
     357       2.5042       3.3350
     358       5.6392       1.9990
     359       3.5691       7.5884
     360       4.6913       3.5862
     361       1.0889       4.0038
     362       3.5912       3.0670
     363       3.8718       5.2598
     364       5.4307       8.0197
     365       2.4580       4.1281
     366       4.8812       2.7753
     367       2.8069       1.1378
     368       5.2042       3.0712
     369       0.7180       3.6880
     370       4.6193       4.8032
     371       5.8431       0.6018
     372       3.7239       5.1563
     373       3.0246       2.8992
     374       1.1220       3.5209
     375       2.4666       3.4278
     376       4.2032       3.0754
     377       4.9363       5.1578
     378       4.1484       2.2328
     379       2.9466       5.6061
     380       2.5291       3.4679
     381       2.7247       2.7033
     382       3.0392       4.4144
     383       5.2748       4.7251
     384       3.4216       5.0250
     385       3.2043       4.8653
     386       3.3439       5.6986
     387       3.1807       6.2972
     388       4.0407       5.2251
     389       7.3744       7.1028
     390       2.5221       3.8036
     391       3.5972       6.6009
     392       1.5390       5.4978
     393       5.5727       2.8315
     394       5.1498       8.1334
     395       7.6063       6.9330
     396       1.6807       5.1136
     397       2.9094       6.4143
     398       2.8945       5.0713
     399       3.7216       5.9295
     400       1.9991       2.3819
     401       2.3906       3.6404
     402       5.1875       5.7911
